insee_com,lib_com,niveau_ruralite
44162,Saint-Herblain, Hors champ : DOM ou commune urbaine
44163,Vair-sur-Loire, Les ruralités résidentielles aisées
44164,Saint-Hilaire-de-Chaléons, Les ruralités résidentielles aisées
44165,Saint-Hilaire-de-Clisson, Les ruralités résidentielles aisées
44166,Saint-Jean-de-Boiseau, Hors champ : DOM ou commune urbaine
44168,Saint-Joachim, Hors champ : DOM ou commune urbaine
44169,Saint-Julien-de-Concelles, Les petites polarités mixtes
44170,Saint-Julien-de-Vouvantes, Les petites polarités mixtes
44171,Saint-Léger-les-Vignes, Hors champ : DOM ou commune urbaine
44172,Sainte-Luce-sur-Loire, Hors champ : DOM ou commune urbaine
44173,Saint-Lumine-de-Clisson, Les ruralités résidentielles aisées
44174,Saint-Lumine-de-Coutais, Les ruralités résidentielles aisées
44175,Saint-Lyphard, Les ruralités résidentielles mixtes
44176,Saint-Malo-de-Guersac, Hors champ : DOM ou commune urbaine
44178,Saint-Mars-de-Coutais, Les ruralités résidentielles mixtes
44179,Saint-Mars-du-Désert, Les ruralités résidentielles aisées
44180,Vallons-de-l'Erdre, Les ruralités productives ouvrières
44182,Saint-Michel-Chef-Chef, Hors champ : DOM ou commune urbaine
44183,Saint-Molf, Les ruralités résidentielles aisées
44184,Saint-Nazaire, Hors champ : DOM ou commune urbaine
44185,Saint-Nicolas-de-Redon, Hors champ : DOM ou commune urbaine
44186,Sainte-Pazanne, Hors champ : DOM ou commune urbaine
44187,Saint-Père-en-Retz, Les ruralités résidentielles aisées
44188,Saint-Philbert-de-Grand-Lieu, Les ruralités résidentielles aisées
44189,Sainte-Reine-de-Bretagne, Les ruralités résidentielles mixtes
44190,Saint-Sébastien-sur-Loire, Hors champ : DOM ou commune urbaine
44192,Saint-Viaud, Les ruralités résidentielles aisées
44193,Saint-Vincent-des-Landes, Les ruralités productives agricoles
44194,Sautron, Hors champ : DOM ou commune urbaine
44195,Savenay, Hors champ : DOM ou commune urbaine
44196,Sévérac, Les ruralités productives agricoles
44197,Sion-les-Mines, Les ruralités productives ouvrières
44198,Les Sorinières, Hors champ : DOM ou commune urbaine
44199,Soudan, Les ruralités productives ouvrières
44200,Soulvache, Les ruralités productives ouvrières
44201,Sucé-sur-Erdre, Hors champ : DOM ou commune urbaine
44202,Teillé, Les ruralités résidentielles mixtes
44203,Le Temple-de-Bretagne, Les petites polarités mixtes
44204,Thouaré-sur-Loire, Hors champ : DOM ou commune urbaine
44205,Les Touches, Les ruralités résidentielles mixtes
44206,Touvois, Les ruralités productives agricoles
44207,Trans-sur-Erdre, Les ruralités résidentielles mixtes
44208,Treffieux, Les petites polarités mixtes
44209,Treillières, Hors champ : DOM ou commune urbaine
44210,Trignac, Hors champ : DOM ou commune urbaine
44211,La Turballe, Les ruralités touristiques spécialisées
44212,Vallet, Les ruralités résidentielles aisées
44213,Loireauxence, Les petites polarités mixtes
44214,Vay, Les ruralités productives ouvrières
44215,Vertou, Hors champ : DOM ou commune urbaine
44216,Vieillevigne, Les petites polarités mixtes
44217,Vigneux-de-Bretagne, Les ruralités résidentielles aisées
44218,Villepot, Les ruralités productives ouvrières
44220,Vue, Les ruralités résidentielles aisées
44221,La Chevallerais, Les ruralités résidentielles mixtes
44222,La Roche-Blanche, Les ruralités résidentielles mixtes
44223,Geneston, Les ruralités résidentielles aisées
44224,La Grigonnais, Les ruralités résidentielles aisées
45001,Adon, Les ruralités productives agricoles
45002,Aillant-sur-Milleron, Les ruralités productives agricoles
45004,Amilly, Hors champ : DOM ou commune urbaine
45005,Andonville, Les ruralités productives ouvrières
45006,Ardon, Les ruralités résidentielles aisées
45008,Artenay, Les petites polarités industrielles et artisanales
45009,Aschères-le-Marché, Les ruralités résidentielles mixtes
45010,Ascoux, Les petites polarités industrielles et artisanales
45011,Attray, Les ruralités productives ouvrières
45012,Audeville, Les ruralités résidentielles aisées
45013,Augerville-la-Rivière, Les ruralités résidentielles aisées
45014,Aulnay-la-Rivière, Les ruralités productives ouvrières
45015,Autruy-sur-Juine, Les ruralités touristiques à dominante résidentielle
45016,Autry-le-Châtel, Les ruralités productives ouvrières
45017,Auvilliers-en-Gâtinais, Les ruralités productives agricoles
45018,Auxy, Les petites polarités industrielles et artisanales
45019,Baccon, Les ruralités résidentielles aisées
45020,Le Bardon, Les ruralités productives ouvrières
45021,Barville-en-Gâtinais, Les ruralités touristiques à dominante résidentielle
45022,Batilly-en-Gâtinais, Les ruralités productives ouvrières
45023,Batilly-en-Puisaye, Les ruralités touristiques à dominante résidentielle
45024,Baule, Hors champ : DOM ou commune urbaine
45025,Bazoches-les-Gallerandes, Les petites polarités industrielles et artisanales
45026,Bazoches-sur-le-Betz, Les ruralités productives ouvrières
45027,Beauchamps-sur-Huillard, Les ruralités productives agricoles
45028,Beaugency, Hors champ : DOM ou commune urbaine
45029,Beaulieu-sur-Loire, Les ruralités productives agricoles
45030,Beaune-la-Rolande, Les petites polarités industrielles et artisanales
45031,Bellegarde, Les petites polarités industrielles et artisanales
45032,Le Bignon-Mirabeau, Les ruralités productives ouvrières
45033,Boësses, Les petites polarités mixtes
45034,Boigny-sur-Bionne, Hors champ : DOM ou commune urbaine
45035,Boiscommun, Les petites polarités mixtes
45036,Boismorand, Les ruralités résidentielles aisées
45037,Boisseaux, Les ruralités résidentielles mixtes
45038,Bondaroy, Hors champ : DOM ou commune urbaine
45039,Bonnée, Les petites polarités mixtes
45040,Bonny-sur-Loire, Les petites polarités mixtes
45041,Bordeaux-en-Gâtinais, Les ruralités productives agricoles
45042,Les Bordes, Les petites polarités mixtes
45043,Bou, Les ruralités résidentielles mixtes
45044,Bougy-lez-Neuville, Les ruralités productives ouvrières
45045,Bouilly-en-Gâtinais, Les ruralités productives ouvrières
45046,Boulay-les-Barres, Les ruralités résidentielles mixtes
45047,Bouzonville-aux-Bois, Les ruralités résidentielles mixtes
45049,Bouzy-la-Forêt, Les ruralités productives ouvrières
45050,Boynes, Les ruralités résidentielles aisées
45051,Bray-Saint-Aignan, Les petites polarités industrielles et artisanales
45052,Breteau, Les ruralités productives agricoles
45053,Briare, Les petites polarités industrielles et artisanales
45054,Briarres-sur-Essonne, Les ruralités productives ouvrières
45055,Bricy, Les petites polarités mixtes
45056,Bromeilles, Les ruralités productives agricoles
45058,Bucy-le-Roi, Les ruralités productives ouvrières
45059,Bucy-Saint-Liphard, Les ruralités productives ouvrières
45060,La Bussière, Les petites polarités industrielles et artisanales
45061,Cepoy, Hors champ : DOM ou commune urbaine
45062,Cercottes, Les ruralités résidentielles aisées
45063,Cerdon, Les ruralités productives agricoles
45064,Cernoy-en-Berry, Les ruralités productives agricoles
45065,Césarville-Dossainville, Les ruralités productives ouvrières
45066,Chailly-en-Gâtinais, Les petites polarités mixtes
45067,Chaingy, Hors champ : DOM ou commune urbaine
45068,Châlette-sur-Loing, Hors champ : DOM ou commune urbaine
45069,Chambon-la-Forêt, Les petites polarités industrielles et artisanales
45070,Champoulet, Les ruralités productives agricoles
45072,Chanteau, Les ruralités résidentielles aisées
45073,Chantecoq, Les ruralités productives agricoles
45074,La Chapelle-Onzerain, Les ruralités productives ouvrières
45075,La Chapelle-Saint-Mesmin, Hors champ : DOM ou commune urbaine
45076,La Chapelle-Saint-Sépulcre, Les ruralités productives ouvrières
45077,La Chapelle-sur-Aveyron, Les ruralités résidentielles aisées
45078,Chapelon, Les ruralités productives ouvrières
45079,Le Charme, Les ruralités productives agricoles
45080,Charmont-en-Beauce, Les ruralités productives ouvrières
45081,Charsonville, Les ruralités productives agricoles
45082,Châteauneuf-sur-Loire, Hors champ : DOM ou commune urbaine
45083,Château-Renard, Les petites polarités industrielles et artisanales
45084,Châtenoy, Les ruralités résidentielles mixtes
45085,Châtillon-Coligny, Les petites polarités industrielles et artisanales
45086,Châtillon-le-Roi, Les ruralités résidentielles mixtes
45087,Châtillon-sur-Loire, Les petites polarités mixtes
45088,Chaussy, Les ruralités productives agricoles
45089,Chécy, Hors champ : DOM ou commune urbaine
45091,Chevannes, Les ruralités résidentielles mixtes
45092,Chevillon-sur-Huillard, Les ruralités résidentielles mixtes
45093,Chevilly, Les petites polarités industrielles et artisanales
45094,Chevry-sous-le-Bignon, Les ruralités productives agricoles
45095,Chilleurs-aux-Bois, Les petites polarités industrielles et artisanales
45096,Les Choux, Les ruralités productives ouvrières
45097,Chuelles, Les ruralités productives agricoles
45098,Cléry-Saint-André, Les ruralités résidentielles aisées
45099,Coinces, Les ruralités résidentielles mixtes
45100,Combleux, Hors champ : DOM ou commune urbaine
45101,Combreux, Les ruralités touristiques à dominante résidentielle
45102,Conflans-sur-Loing, Les ruralités résidentielles mixtes
45103,Corbeilles, Les petites polarités industrielles et artisanales
45104,Corquilleroy, Hors champ : DOM ou commune urbaine
45105,Cortrat, Les ruralités résidentielles mixtes
45107,Coudroy, Les ruralités productives agricoles
45108,Coullons, Les petites polarités industrielles et artisanales
45109,Coulmiers, Les ruralités résidentielles mixtes
45110,Courcelles-le-Roi, Les ruralités résidentielles mixtes
45111,Courcy-aux-Loges, Les ruralités résidentielles aisées
45112,La Cour-Marigny, Les ruralités productives ouvrières
45113,Courtemaux, Les ruralités productives agricoles
45114,Courtempierre, Les ruralités productives agricoles
45115,Courtenay, Les petites polarités industrielles et artisanales
45116,Cravant, Les ruralités productives ouvrières
45118,Crottes-en-Pithiverais, Les ruralités productives ouvrières
45119,Dadonville, Les ruralités résidentielles aisées
45120,Dammarie-en-Puisaye, Les ruralités productives ouvrières
45121,Dammarie-sur-Loing, Les ruralités productives agricoles
45122,Dampierre-en-Burly, Les ruralités résidentielles aisées
45123,Darvoy, Hors champ : DOM ou commune urbaine
45124,Desmonts, Les ruralités résidentielles aisées
45125,Dimancheville, Les ruralités productives ouvrières
45126,Donnery, Les ruralités résidentielles aisées
45127,Dordives, Les petites polarités mixtes
45129,Douchy-Montcorbon, Les petites polarités mixtes
45130,Dry, Les petites polarités mixtes
45131,Échilleuses, Les ruralités résidentielles aisées
45132,Égry, Les ruralités productives agricoles
45133,Engenville, Les ruralités productives ouvrières
45134,Épieds-en-Beauce, Les petites polarités mixtes
45135,Erceville, Les ruralités résidentielles mixtes
45136,Ervauville, Les petites polarités mixtes
45137,Escrennes, Les petites polarités industrielles et artisanales
45138,Escrignelles, Les ruralités résidentielles mixtes
45139,Estouy, Les ruralités productives ouvrières
45141,Faverelles, Les ruralités productives agricoles
45142,Fay-aux-Loges, Les ruralités résidentielles aisées
45143,Feins-en-Gâtinais, Les ruralités productives agricoles
45144,Férolles, Les ruralités productives ouvrières
45145,Ferrières-en-Gâtinais, Les petites polarités industrielles et artisanales
45146,La Ferté-Saint-Aubin, Hors champ : DOM ou commune urbaine
45147,Fleury-les-Aubrais, Hors champ : DOM ou commune urbaine
45148,Fontenay-sur-Loing, Les ruralités productives ouvrières
45149,Foucherolles, Les petites polarités mixtes
45150,Fréville-du-Gâtinais, Les ruralités productives agricoles
45151,Gaubertin, Les ruralités productives agricoles
45152,Gémigny, Les ruralités productives ouvrières
45153,Germigny-des-Prés, Les ruralités résidentielles mixtes
45154,Gidy, Les ruralités résidentielles aisées
45155,Gien, Hors champ : DOM ou commune urbaine
45156,Girolles, Les ruralités productives ouvrières
45157,Givraines, Les ruralités résidentielles mixtes
45158,Gondreville, Les ruralités productives ouvrières
45159,Grangermont, Les ruralités productives agricoles
45160,Greneville-en-Beauce, Les ruralités productives ouvrières
45161,Griselles, Les petites polarités mixtes
45162,Guigneville, Les ruralités résidentielles mixtes
45164,Guilly, Les ruralités résidentielles mixtes
45165,Gy-les-Nonains, Les ruralités résidentielles mixtes
45166,Huêtre, Les ruralités résidentielles aisées
45167,Huisseau-sur-Mauves, Les ruralités résidentielles mixtes
45168,Ingrannes, Les ruralités résidentielles aisées
45169,Ingré, Hors champ : DOM ou commune urbaine
45170,Intville-la-Guétard, Les ruralités résidentielles aisées
45171,Isdes, Les ruralités résidentielles mixtes
45173,Jargeau, Hors champ : DOM ou commune urbaine
45174,Jouy-en-Pithiverais, Les ruralités productives ouvrières
45175,Jouy-le-Potier, Les ruralités résidentielles aisées
45176,Juranville, Les ruralités productives agricoles
45177,Laas, Les ruralités résidentielles mixtes
45178,Ladon, Les petites polarités industrielles et artisanales
45179,Lailly-en-Val, Les ruralités résidentielles mixtes
45180,Langesse, Les petites polarités mixtes
45181,Léouville, Les ruralités résidentielles mixtes
45182,Ligny-le-Ribault, Les ruralités résidentielles mixtes
45183,Lion-en-Beauce, Les ruralités productives ouvrières
45184,Lion-en-Sullias, Les ruralités résidentielles mixtes
45185,Lombreuil, Les ruralités productives ouvrières
45186,Lorcy, Les ruralités productives agricoles
45187,Lorris, Les petites polarités industrielles et artisanales
45188,Loury, Les ruralités résidentielles aisées
45189,Louzouer, Les ruralités résidentielles mixtes
45191,Le Malesherbois, Hors champ : DOM ou commune urbaine
45193,Marcilly-en-Villette, Les ruralités résidentielles aisées
45194,Mardié, Hors champ : DOM ou commune urbaine
45195,Mareau-aux-Bois, Les ruralités résidentielles mixtes
45196,Mareau-aux-Prés, Les ruralités résidentielles aisées
45197,Marigny-les-Usages, Les ruralités résidentielles aisées
45198,Marsainvilliers, Les ruralités résidentielles mixtes
45199,Melleroy, Les ruralités productives agricoles
45200,Ménestreau-en-Villette, Les petites polarités mixtes
45201,Mérinville, Les ruralités productives agricoles
45202,Messas, Hors champ : DOM ou commune urbaine
45203,Meung-sur-Loire, Hors champ : DOM ou commune urbaine
45204,Mézières-lez-Cléry, Les ruralités résidentielles mixtes
45205,Mézières-en-Gâtinais, Les ruralités productives agricoles
45206,Mignères, Les ruralités résidentielles mixtes
45207,Mignerette, Les ruralités productives ouvrières
45208,Montargis, Hors champ : DOM ou commune urbaine
45209,Montbarrois, Les petites polarités mixtes
45210,Montbouy, Les ruralités productives ouvrières
45212,Montcresson, Les petites polarités mixtes
45213,Montereau, Les ruralités productives ouvrières
45214,Montigny, Les ruralités productives ouvrières
45215,Montliard, Les ruralités productives agricoles
45216,Mormant-sur-Vernisson, Les ruralités productives ouvrières
45217,Morville-en-Beauce, Les ruralités productives ouvrières
45218,Le Moulinet-sur-Solin, Les petites polarités mixtes
45219,Moulon, Les ruralités productives ouvrières
45220,Nancray-sur-Rimarde, Les ruralités résidentielles mixtes
45222,Nargis, Les ruralités résidentielles mixtes
45223,Nesploy, Les petites polarités mixtes
45224,Neuville-aux-Bois, Les petites polarités industrielles et artisanales
45225,La Neuville-sur-Essonne, Les ruralités résidentielles aisées
45226,Neuvy-en-Sullias, Les ruralités résidentielles aisées
45227,Nevoy, Les ruralités résidentielles mixtes
45228,Nibelle, Les ruralités productives agricoles
45229,Nogent-sur-Vernisson, Les petites polarités industrielles et artisanales
45230,Noyers, Les ruralités productives agricoles
45231,Oison, Les ruralités productives agricoles
45232,Olivet, Hors champ : DOM ou commune urbaine
45233,Ondreville-sur-Essonne, Les ruralités résidentielles mixtes
45234,Orléans, Hors champ : DOM ou commune urbaine
45235,Ormes, Hors champ : DOM ou commune urbaine
45237,Orville, Les ruralités productives ouvrières
45238,Ousson-sur-Loire, Les ruralités productives agricoles
45239,Oussoy-en-Gâtinais, Les ruralités productives ouvrières
45240,Outarville, Les petites polarités industrielles et artisanales
45241,Ouvrouer-les-Champs, Les ruralités productives ouvrières
45242,Ouzouer-des-Champs, Les ruralités productives agricoles
45243,Ouzouer-sous-Bellegarde, Les ruralités résidentielles aisées
45244,Ouzouer-sur-Loire, Les ruralités productives ouvrières
45245,Ouzouer-sur-Trézée, Les ruralités productives agricoles
45246,Pannecières, Les ruralités résidentielles aisées
45247,Pannes, Hors champ : DOM ou commune urbaine
45248,Patay, Les petites polarités mixtes
45249,Paucourt, Les ruralités résidentielles mixtes
45250,Pers-en-Gâtinais, Les ruralités touristiques à dominante résidentielle
45251,Pierrefitte-ès-Bois, Les ruralités productives agricoles
45252,Pithiviers, Hors champ : DOM ou commune urbaine
45253,Pithiviers-le-Vieil, Les petites polarités industrielles et artisanales
45254,Poilly-lez-Gien, Les ruralités touristiques spécialisées
45255,Préfontaines, Les petites polarités industrielles et artisanales
45256,Presnoy, Les ruralités productives ouvrières
45257,Pressigny-les-Pins, Les ruralités résidentielles mixtes
45258,Puiseaux, Les petites polarités industrielles et artisanales
45259,Quiers-sur-Bezonde, Les petites polarités industrielles et artisanales
45260,Ramoulu, Les ruralités résidentielles mixtes
45261,Rebréchien, Les ruralités résidentielles mixtes
45262,Rouvray-Sainte-Croix, Les ruralités productives ouvrières
45263,Rouvres-Saint-Jean, Les ruralités résidentielles aisées
45264,Rozières-en-Beauce, Les ruralités productives ouvrières
45265,Rozoy-le-Vieil, Les petites polarités industrielles et artisanales
45266,Ruan, Les ruralités productives ouvrières
45268,Saint-Aignan-le-Jaillard, Les ruralités productives agricoles
45269,Saint-Ay, Hors champ : DOM ou commune urbaine
45270,Saint-Benoît-sur-Loire, Les ruralités productives agricoles
45271,Saint-Brisson-sur-Loire, Les ruralités productives ouvrières
45272,Saint-Cyr-en-Val, Hors champ : DOM ou commune urbaine
45273,Saint-Denis-de-l'Hôtel, Hors champ : DOM ou commune urbaine
45274,Saint-Denis-en-Val, Hors champ : DOM ou commune urbaine
45275,Saint-Firmin-des-Bois, Les ruralités productives agricoles
45276,Saint-Firmin-sur-Loire, Les ruralités productives ouvrières
45277,Saint-Florent, Les ruralités productives agricoles
45278,Sainte-Geneviève-des-Bois, Les petites polarités mixtes
45279,Saint-Germain-des-Prés, Les ruralités résidentielles mixtes
45280,Saint-Gondon, Les ruralités productives ouvrières
45281,Saint-Hilaire-les-Andrésis, Les ruralités touristiques à dominante résidentielle
45282,Saint-Hilaire-Saint-Mesmin, Hors champ : DOM ou commune urbaine
45283,Saint-Hilaire-sur-Puiseaux, Les petites polarités mixtes
45284,Saint-Jean-de-Braye, Hors champ : DOM ou commune urbaine
45285,Saint-Jean-de-la-Ruelle, Hors champ : DOM ou commune urbaine
45286,Saint-Jean-le-Blanc, Hors champ : DOM ou commune urbaine
45288,Saint-Loup-des-Vignes, Les ruralités productives agricoles
45289,Saint-Lyé-la-Forêt, Les ruralités résidentielles aisées
45290,Saint-Martin-d'Abbat, Hors champ : DOM ou commune urbaine
45291,Saint-Martin-sur-Ocre, Les ruralités résidentielles mixtes
45292,Saint-Maurice-sur-Aveyron, Les ruralités productives agricoles
45293,Saint-Maurice-sur-Fessard, Les ruralités résidentielles mixtes
45294,Saint-Michel, Les ruralités productives agricoles
45296,Saint-Péravy-la-Colombe, Les ruralités productives ouvrières
45297,Saint-Père-sur-Loire, Les petites polarités mixtes
45298,Saint-Pryvé-Saint-Mesmin, Hors champ : DOM ou commune urbaine
45299,Saint-Sigismond, Les ruralités productives ouvrières
45300,Sandillon, Les ruralités résidentielles aisées
45301,Santeau, Les ruralités productives ouvrières
45302,Saran, Hors champ : DOM ou commune urbaine
45303,Sceaux-du-Gâtinais, Les ruralités productives ouvrières
45305,Seichebrières, Les ruralités résidentielles mixtes
45306,La Selle-en-Hermoy, Les ruralités productives ouvrières
45307,La Selle-sur-le-Bied, Les ruralités productives ouvrières
45308,Semoy, Hors champ : DOM ou commune urbaine
45309,Sennely, Les ruralités productives ouvrières
45310,Sermaises, Les petites polarités industrielles et artisanales
45311,Sigloy, Les ruralités productives ouvrières
45312,Solterre, Les ruralités productives ouvrières
45313,Sougy, Les ruralités productives ouvrières
45314,Sully-la-Chapelle, Les ruralités résidentielles aisées
45315,Sully-sur-Loire, Hors champ : DOM ou commune urbaine
45316,Sury-aux-Bois, Les ruralités résidentielles mixtes
45317,Tavers, Hors champ : DOM ou commune urbaine
45320,Thignonville, Les ruralités résidentielles aisées
45321,Thimory, Les ruralités productives ouvrières
45322,Thorailles, Les ruralités résidentielles aisées
45323,Thou, Les ruralités productives ouvrières
45324,Tigy, Les ruralités résidentielles mixtes
45325,Tivernon, Les petites polarités mixtes
45326,Tournoisis, Les ruralités productives ouvrières
45327,Traînou, Les ruralités résidentielles aisées
45328,Treilles-en-Gâtinais, Les petites polarités mixtes
45329,Triguères, Les ruralités productives agricoles
45330,Trinay, Les ruralités productives ouvrières
45331,Vannes-sur-Cosson, Les ruralités résidentielles mixtes
45332,Varennes-Changy, Les ruralités productives agricoles
45333,Vennecy, Les ruralités résidentielles aisées
45334,Vieilles-Maisons-sur-Joudry, Les petites polarités mixtes
45335,Vienne-en-Val, Les ruralités résidentielles aisées
45336,Viglain, Les petites polarités mixtes
45337,Villamblain, Les ruralités productives ouvrières
45338,Villemandeur, Hors champ : DOM ou commune urbaine
45339,Villemoutiers, Les ruralités productives ouvrières
45340,Villemurlin, Les ruralités productives agricoles
45341,Villeneuve-sur-Conie, Les ruralités productives ouvrières
45342,Villereau, Les ruralités résidentielles mixtes
45343,Villevoques, Les ruralités productives ouvrières
45344,Villorceau, Les ruralités résidentielles mixtes
45345,Vimory, Les petites polarités mixtes
45346,Vitry-aux-Loges, Les ruralités résidentielles mixtes
45347,Vrigny, Les ruralités résidentielles mixtes
45348,Yèvre-la-Ville, Les ruralités résidentielles mixtes
46001,Albas, Les ruralités productives agricoles
46002,Albiac, Les ruralités productives agricoles
46003,Alvignac, Les ruralités productives agricoles
46004,Anglars, Les petites polarités industrielles et artisanales
46005,Anglars-Juillac, Les ruralités touristiques à dominante résidentielle
46006,Anglars-Nozac, Les ruralités résidentielles mixtes
46007,Arcambal, Les ruralités résidentielles mixtes
46008,Les Arques, Les ruralités touristiques à dominante résidentielle
46009,Assier, Les petites polarités mixtes
46010,Aujols, Les ruralités touristiques à dominante résidentielle
46011,Autoire, Les ruralités résidentielles mixtes
46012,Aynac, Les ruralités productives agricoles
46013,Bach, Les petites polarités mixtes
46015,Bagnac-sur-Célé, Les petites polarités industrielles et artisanales
46016,Baladou, Les petites polarités mixtes
46017,Bannes, Les ruralités productives agricoles
46018,Le Bastit, Les ruralités touristiques à dominante résidentielle
46020,Beauregard, Les ruralités productives agricoles
46021,Béduer, Les ruralités productives ouvrières
46022,Bélaye, Les ruralités productives agricoles
46023,Belfort-du-Quercy, Les ruralités touristiques à dominante résidentielle
46024,Belmont-Bretenoux, Les ruralités résidentielles mixtes
46026,Belmont-Sainte-Foi, Les ruralités productives agricoles
46027,Berganty, Les ruralités productives ouvrières
46028,Bétaille, Les ruralités productives agricoles
46029,Biars-sur-Cère, Les petites polarités industrielles et artisanales
46030,Bio, Les petites polarités mixtes
46031,Blars, Les ruralités touristiques à dominante résidentielle
46032,Boissières, Les ruralités productives agricoles
46033,Porte-du-Quercy, Les ruralités productives agricoles
46034,Le Bourg, Les ruralités productives agricoles
46035,Boussac, Les ruralités productives agricoles
46036,Le Bouyssou, Les ruralités résidentielles aisées
46037,Bouziès, Les ruralités touristiques spécialisées
46038,Bretenoux, Les petites polarités mixtes
46039,Brengues, Les ruralités touristiques à dominante résidentielle
46040,Cabrerets, Les petites polarités mixtes
46041,Cadrieu, Les ruralités productives ouvrières
46042,Cahors, Hors champ : DOM ou commune urbaine
46043,Cahus, Les ruralités productives agricoles
46044,Caillac, Les ruralités productives ouvrières
46045,Cajarc, Les ruralités touristiques spécialisées
46046,Calamane, Les ruralités résidentielles mixtes
46047,Calès, Les ruralités touristiques à dominante résidentielle
46049,Calvignac, Les ruralités touristiques à dominante résidentielle
46050,Cambayrac, Les ruralités productives ouvrières
46051,Cambes, Les petites polarités industrielles et artisanales
46052,Camboulit, Les petites polarités mixtes
46053,Camburat, Les ruralités résidentielles mixtes
46054,Caniac-du-Causse, Les ruralités touristiques à dominante résidentielle
46055,Capdenac, Les petites polarités industrielles et artisanales
46056,Carayac, Les ruralités résidentielles mixtes
46057,Cardaillac, Les ruralités productives agricoles
46058,Carennac, Les petites polarités mixtes
46059,Carlucet, Les ruralités productives agricoles
46060,Carnac-Rouffiac, Les ruralités touristiques à dominante résidentielle
46061,Cassagnes, Les ruralités touristiques à dominante résidentielle
46062,Castelfranc, Les ruralités productives ouvrières
46063,Castelnau-Montratier, Les petites polarités mixtes
46064,Catus, Les ruralités productives agricoles
46065,Cavagnac, Les ruralités productives ouvrières
46066,Cazals, Les ruralités productives agricoles
46068,Cénevières, Les ruralités touristiques à dominante résidentielle
46069,Cézac, Les ruralités productives ouvrières
46070,Cieurac, Les ruralités résidentielles aisées
46072,Concorès, Les ruralités touristiques à dominante résidentielle
46073,Concots, Les ruralités résidentielles mixtes
46074,Condat, Les ruralités productives ouvrières
46075,Corn, Les petites polarités mixtes
46076,Cornac, Les petites polarités mixtes
46078,Couzou, Les ruralités touristiques à dominante résidentielle
46079,Cras, Les ruralités touristiques à dominante résidentielle
46080,Crayssac, Les ruralités résidentielles mixtes
46081,Crégols, Les ruralités touristiques à dominante résidentielle
46082,Cremps, Les ruralités résidentielles mixtes
46083,Cressensac-Sarrazac, Les ruralités productives agricoles
46084,Creysse, Les ruralités touristiques spécialisées
46085,Cuzac, Les ruralités productives ouvrières
46086,Cuzance, Les ruralités touristiques à dominante résidentielle
46087,Dégagnac, Les petites polarités industrielles et artisanales
46088,Douelle, Les ruralités résidentielles mixtes
46089,Duravel, Les ruralités touristiques à dominante résidentielle
46090,Durbans, Les ruralités touristiques à dominante résidentielle
46091,Escamps, Les ruralités touristiques à dominante résidentielle
46092,Esclauzels, Les ruralités résidentielles mixtes
46093,Espagnac-Sainte-Eulalie, Les ruralités touristiques à dominante résidentielle
46094,Espédaillac, Les ruralités touristiques à dominante résidentielle
46095,Espère, Les ruralités résidentielles mixtes
46096,Espeyroux, Les ruralités productives agricoles
46097,Estal, Les ruralités productives agricoles
46098,Fajoles, Les ruralités productives agricoles
46100,Faycelles, Les ruralités résidentielles mixtes
46101,Felzins, Les ruralités productives ouvrières
46102,Figeac, Hors champ : DOM ou commune urbaine
46103,Saint-Paul-Flaugnac, Les ruralités productives agricoles
46104,Flaujac-Gare, Les ruralités productives ouvrières
46105,Flaujac-Poujols, Les ruralités résidentielles mixtes
46106,Floirac, Les ruralités productives agricoles
46107,Floressas, Les ruralités productives agricoles
46108,Fons, Les petites polarités mixtes
46109,Fontanes, Les petites polarités industrielles et artisanales
46111,Fourmagnac, Les ruralités résidentielles mixtes
46112,Francoulès, Les ruralités résidentielles aisées
46113,Frayssinet, Les ruralités productives agricoles
46114,Frayssinet-le-Gélat, Les ruralités productives agricoles
46115,Frayssinhes, Les ruralités productives agricoles
46116,Frontenac, Les ruralités touristiques à dominante résidentielle
46117,Gagnac-sur-Cère, Les ruralités productives agricoles
46118,Gignac, Les ruralités résidentielles mixtes
46119,Gigouzac, Les ruralités touristiques à dominante résidentielle
46120,Gindou, Les ruralités productives agricoles
46121,Ginouillac, Les ruralités touristiques à dominante résidentielle
46122,Gintrac, Les ruralités productives agricoles
46123,Girac, Les ruralités productives agricoles
46124,Glanes, Les ruralités touristiques spécialisées
46125,Gorses, Les ruralités productives agricoles
46126,Goujounac, Les ruralités résidentielles mixtes
46127,Gourdon, Les petites polarités mixtes
46128,Gramat, Les petites polarités industrielles et artisanales
46129,Gréalou, Les petites polarités mixtes
46130,Grézels, Les ruralités touristiques à dominante résidentielle
46131,Grèzes, Les ruralités touristiques à dominante résidentielle
46132,Issendolus, Les ruralités productives ouvrières
46133,Issepts, Les ruralités résidentielles aisées
46134,Les Junies, Les ruralités productives ouvrières
46135,Labastide-du-Haut-Mont, Les ruralités productives agricoles
46136,Labastide-du-Vert, Les ruralités résidentielles aisées
46137,Labastide-Marnhac, Les ruralités résidentielles aisées
46138,Cœur de Causse, Les petites polarités mixtes
46139,Labathude, Les petites polarités mixtes
46140,Laburgade, Les ruralités résidentielles aisées
46142,Lacapelle-Cabanac, Les ruralités touristiques à dominante résidentielle
46143,Lacapelle-Marival, Les petites polarités industrielles et artisanales
46144,Lacave, Les ruralités touristiques spécialisées
