insee_com,lib_com,niveau_densite
35033,Bourg-des-Comptes,Bourgs ruraux
35034,La Boussac,Rural à habitat dispersé
35035,Bovel,Rural à habitat dispersé
35037,Bréal-sous-Montfort,Petites villes
35038,Bréal-sous-Vitré,Rural à habitat dispersé
35039,Brécé,Bourgs ruraux
35040,Breteil,Bourgs ruraux
35041,Brie,Rural à habitat dispersé
35042,Brielles,Rural à habitat dispersé
35044,Broualan,Rural à habitat très dispersé
35045,Bruc-sur-Aff,Rural à habitat dispersé
35046,Les Brulais,Rural à habitat dispersé
35047,Bruz,Centres urbains intermédiaires
35049,Cancale,Bourgs ruraux
35050,Cardroc,Rural à habitat dispersé
35051,Cesson-Sévigné,Grands centres urbains
35052,Champeaux,Rural à habitat dispersé
35054,Chanteloup,Bourgs ruraux
35055,Chantepie,Grands centres urbains
35056,La Chapelle-aux-Filtzméens,Rural à habitat dispersé
35057,La Chapelle-Bouëxic,Rural à habitat dispersé
35058,La Chapelle-Chaussée,Bourgs ruraux
35059,La Chapelle-des-Fougeretz,Bourgs ruraux
35060,La Chapelle du Lou du Lac,Rural à habitat dispersé
35061,La Chapelle-Erbrée,Rural à habitat dispersé
35062,La Chapelle-Fleurigné,Rural à habitat dispersé
35063,La Chapelle-Saint-Aubert,Rural à habitat dispersé
35064,La Chapelle-de-Brain,Rural à habitat dispersé
35065,La Chapelle-Thouarault,Bourgs ruraux
35066,Chartres-de-Bretagne,Centres urbains intermédiaires
35067,Chasné-sur-Illet,Bourgs ruraux
35068,Châteaubourg,Petites villes
35069,Châteaugiron,Petites villes
35070,Châteauneuf-d'Ille-et-Vilaine,Bourgs ruraux
35071,Le Châtellier,Rural à habitat très dispersé
35072,Châtillon-en-Vendelais,Rural à habitat dispersé
35075,Chauvigné,Rural à habitat dispersé
35076,Chavagne,Ceintures urbaines
35077,Chelun,Rural à habitat très dispersé
35078,Cherrueix,Rural à habitat dispersé
35079,Chevaigné,Bourgs ruraux
35080,Cintré,Bourgs ruraux
35081,Clayes,Bourgs ruraux
35082,Coësmes,Bourgs ruraux
35084,Comblessac,Rural à habitat dispersé
35085,Combourg,Bourgs ruraux
35086,Combourtillé,Rural à habitat dispersé
35087,Cornillé,Bourgs ruraux
35088,Corps-Nuds,Petites villes
35089,La Couyère,Rural à habitat très dispersé
35090,Crevin,Bourgs ruraux
35091,Le Crouais,Rural à habitat dispersé
35092,Cuguen,Rural à habitat très dispersé
35093,Dinard,Centres urbains intermédiaires
35094,Dingé,Rural à habitat dispersé
35095,Dol-de-Bretagne,Bourgs ruraux
35096,Domagné,Bourgs ruraux
35097,Domalain,Bourgs ruraux
35098,La Dominelais,Rural à habitat dispersé
35099,Domloup,Petites villes
35101,Dourdain,Rural à habitat dispersé
35102,Drouges,Rural à habitat dispersé
35103,Eancé,Rural à habitat très dispersé
35104,Epiniac,Rural à habitat dispersé
35105,Erbrée,Bourgs ruraux
35106,Ercé-en-Lamée,Rural à habitat dispersé
35107,Ercé-près-Liffré,Bourgs ruraux
35108,Essé,Rural à habitat dispersé
35109,Étrelles,Bourgs ruraux
35110,Feins,Rural à habitat dispersé
35111,Le Ferré,Rural à habitat très dispersé
35114,Forges-la-Forêt,Rural à habitat dispersé
35115,Fougères,Centres urbains intermédiaires
35116,La Fresnais,Bourgs ruraux
35117,Gaël,Rural à habitat dispersé
35118,Gahard,Rural à habitat dispersé
35119,Gennes-sur-Seiche,Rural à habitat dispersé
35120,Gévezé,Bourgs ruraux
35121,Gosné,Rural à habitat dispersé
35122,La Gouesnière,Bourgs ruraux
35123,Goven,Bourgs ruraux
35124,Grand-Fougeray,Bourgs ruraux
35125,La Guerche-de-Bretagne,Bourgs ruraux
35126,Guichen,Bourgs ruraux
35127,Guignen,Rural à habitat dispersé
35128,Guipel,Bourgs ruraux
35130,Hédé-Bazouges,Bourgs ruraux
35131,L'Hermitage,Bourgs ruraux
35132,Hirel,Rural à habitat dispersé
35133,Iffendic,Bourgs ruraux
35134,Les Iffs,Rural à habitat dispersé
35135,Irodouër,Bourgs ruraux
35136,Janzé,Petites villes
35137,Javené,Ceintures urbaines
35138,Laignelet,Bourgs ruraux
35139,Laillé,Bourgs ruraux
35140,Lalleu,Rural à habitat très dispersé
35141,Landavran,Rural à habitat dispersé
35142,Landéan,Bourgs ruraux
35143,Landujan,Rural à habitat dispersé
35144,Langan,Rural à habitat dispersé
35145,Langon,Rural à habitat dispersé
35146,Langouet,Rural à habitat dispersé
35148,Lanrigan,Rural à habitat dispersé
35149,Lassy,Bourgs ruraux
35150,Lécousse,Ceintures urbaines
35151,Lieuron,Rural à habitat dispersé
35152,Liffré,Petites villes
35153,Lillemer,Rural à habitat dispersé
35154,Livré-sur-Changeon,Rural à habitat dispersé
35155,Lohéac,Rural à habitat dispersé
35156,Longaulnay,Rural à habitat dispersé
35157,Le Loroux,Rural à habitat dispersé
35159,Lourmais,Rural à habitat dispersé
35160,Loutehel,Rural à habitat dispersé
35161,Louvigné-de-Bais,Bourgs ruraux
35162,Louvigné-du-Désert,Bourgs ruraux
35163,Luitré-Dompierre,Bourgs ruraux
35164,Marcillé-Raoul,Rural à habitat dispersé
35165,Marcillé-Robert,Rural à habitat dispersé
35166,Marpiré,Bourgs ruraux
35167,Martigné-Ferchaud,Bourgs ruraux
35168,Val d'Anast,Bourgs ruraux
35169,Maxent,Rural à habitat dispersé
35170,Mecé,Rural à habitat très dispersé
35171,Médréac,Bourgs ruraux
35172,Meillac,Rural à habitat dispersé
35173,Melesse,Ceintures urbaines
35174,Mellé,Rural à habitat très dispersé
35175,Mernel,Rural à habitat dispersé
35176,Guipry-Messac,Rural à habitat dispersé
35177,La Mézière,Bourgs ruraux
35178,Mézières-sur-Couesnon,Rural à habitat dispersé
35179,Miniac-Morvan,Rural à habitat dispersé
35180,Miniac-sous-Bécherel,Bourgs ruraux
35181,Le Minihic-sur-Rance,Bourgs ruraux
35183,Mondevert,Bourgs ruraux
35184,Montauban-de-Bretagne,Bourgs ruraux
35185,Montautour,Rural à habitat dispersé
35186,Mont-Dol,Rural à habitat dispersé
35187,Monterfil,Bourgs ruraux
35188,Montfort-sur-Meu,Petites villes
35189,Montgermont,Ceintures urbaines
35190,Monthault,Rural à habitat très dispersé
35191,Les Portes du Coglais,Rural à habitat dispersé
35192,Montreuil-des-Landes,Rural à habitat dispersé
35193,Montreuil-le-Gast,Bourgs ruraux
35194,Montreuil-sous-Pérouse,Rural à habitat dispersé
35195,Montreuil-sur-Ille,Bourgs ruraux
35196,Mordelles,Petites villes
35197,Mouazé,Bourgs ruraux
35198,Moulins,Rural à habitat dispersé
35199,Moussé,Rural à habitat dispersé
35200,Moutiers,Rural à habitat dispersé
35201,Muel,Rural à habitat très dispersé
35202,La Noë-Blanche,Rural à habitat dispersé
35203,La Nouaye,Rural à habitat dispersé
35204,Nouvoitou,Bourgs ruraux
35205,Noyal-sous-Bazouges,Rural à habitat très dispersé
35206,Noyal-Châtillon-sur-Seiche,Ceintures urbaines
35207,Noyal-sur-Vilaine,Ceintures urbaines
35208,Orgères,Ceintures urbaines
35210,Pacé,Centres urbains intermédiaires
35211,Paimpont,Rural à habitat dispersé
35212,Pancé,Bourgs ruraux
35214,Parcé,Rural à habitat dispersé
35215,Parigné,Bourgs ruraux
35216,Parthenay-de-Bretagne,Bourgs ruraux
35217,Le Pertre,Bourgs ruraux
35218,Le Petit-Fougeray,Rural à habitat dispersé
35219,Pipriac,Bourgs ruraux
35220,Piré-Chancé,Bourgs ruraux
35221,Pléchâtel,Rural à habitat dispersé
35222,Pleine-Fougères,Rural à habitat dispersé
35223,Plélan-le-Grand,Bourgs ruraux
35224,Plerguer,Bourgs ruraux
35225,Plesder,Rural à habitat dispersé
35226,Pleugueneuc,Rural à habitat dispersé
35227,Pleumeleuc,Petites villes
35228,Pleurtuit,Bourgs ruraux
35229,Pocé-les-Bois,Bourgs ruraux
35230,Poilley,Rural à habitat très dispersé
35231,Poligné,Bourgs ruraux
35232,Princé,Rural à habitat très dispersé
35233,Québriac,Rural à habitat dispersé
35234,Quédillac,Rural à habitat très dispersé
35235,Rannée,Rural à habitat très dispersé
35236,Redon,Petites villes
35237,Renac,Rural à habitat dispersé
35238,Rennes,Grands centres urbains
35239,Retiers,Bourgs ruraux
35240,Le Rheu,Centres urbains intermédiaires
35241,La Richardais,Ceintures urbaines
35242,Rimou,Rural à habitat très dispersé
35243,Romagné,Bourgs ruraux
35244,Romazy,Rural à habitat dispersé
35245,Romillé,Bourgs ruraux
35246,Roz-Landrieux,Rural à habitat dispersé
35247,Roz-sur-Couesnon,Rural à habitat dispersé
35248,Sains,Rural à habitat dispersé
35249,Sainte-Anne-sur-Vilaine,Rural à habitat dispersé
35250,Saint-Armel,Bourgs ruraux
35251,Saint-Aubin-d'Aubigné,Bourgs ruraux
35252,Saint-Aubin-des-Landes,Rural à habitat dispersé
35253,Saint-Aubin-du-Cormier,Bourgs ruraux
35255,Saint-Benoît-des-Ondes,Bourgs ruraux
35256,Saint-Briac-sur-Mer,Ceintures urbaines
35257,Maen Roch,Bourgs ruraux
35258,Saint-Brieuc-des-Iffs,Rural à habitat dispersé
35259,Saint-Broladre,Rural à habitat dispersé
35260,Saint-Christophe-des-Bois,Rural à habitat dispersé
35261,Saint-Christophe-de-Valains,Rural à habitat dispersé
35262,Sainte-Colombe,Rural à habitat dispersé
35263,Saint-Coulomb,Bourgs ruraux
35264,Saint-Didier,Petites villes
35265,Saint-Domineuc,Bourgs ruraux
35266,Saint-Erblon,Ceintures urbaines
35268,Saint-Ganton,Rural à habitat très dispersé
35270,Saint-Georges-de-Gréhaigne,Rural à habitat dispersé
35271,Saint-Georges-de-Reintembault,Rural à habitat dispersé
35272,Saint-Germain-du-Pinel,Rural à habitat dispersé
35273,Saint-Germain-en-Coglès,Bourgs ruraux
35274,Saint-Germain-sur-Ille,Bourgs ruraux
35275,Saint-Gilles,Bourgs ruraux
35276,Saint-Gondran,Rural à habitat dispersé
35277,Saint-Gonlay,Rural à habitat très dispersé
35278,Saint-Grégoire,Grands centres urbains
35279,Saint-Guinoux,Bourgs ruraux
35280,Saint-Hilaire-des-Landes,Rural à habitat dispersé
35281,Saint-Jacques-de-la-Lande,Grands centres urbains
35282,Rives-du-Couesnon,Rural à habitat dispersé
35283,Saint-Jean-sur-Vilaine,Bourgs ruraux
35284,Saint-Jouan-des-Guérets,Bourgs ruraux
35285,Saint-Just,Rural à habitat dispersé
35286,Saint-Léger-des-Prés,Rural à habitat dispersé
35287,Saint-Lunaire,Ceintures urbaines
35288,Saint-Malo,Centres urbains intermédiaires
35289,Saint-Malo-de-Phily,Rural à habitat dispersé
35290,Saint-Malon-sur-Mel,Rural à habitat très dispersé
35291,Saint-Marcan,Rural à habitat dispersé
35292,Saint-Marc-le-Blanc,Rural à habitat dispersé
35294,Sainte-Marie,Rural à habitat dispersé
35295,Saint-Maugan,Rural à habitat dispersé
35296,Saint-Médard-sur-Ille,Bourgs ruraux
35297,Saint-Méen-le-Grand,Bourgs ruraux
35299,Saint-Méloir-des-Ondes,Bourgs ruraux
35300,Saint-M'Hervé,Rural à habitat dispersé
35302,Saint-Onen-la-Chapelle,Bourgs ruraux
35304,Saint-Ouen-des-Alleux,Rural à habitat dispersé
35305,Saint-Péran,Rural à habitat dispersé
35306,Saint-Père-Marc-en-Poulet,Rural à habitat dispersé
35307,Saint-Pern,Bourgs ruraux
35308,Mesnil-Roc'h,Rural à habitat dispersé
35309,Saint-Rémy-du-Plain,Rural à habitat dispersé
35310,Saint-Sauveur-des-Landes,Bourgs ruraux
35311,Saint-Séglin,Rural à habitat dispersé
35312,Saint-Senoux,Rural à habitat dispersé
35314,Saint-Suliac,Bourgs ruraux
35315,Saint-Sulpice-la-Forêt,Bourgs ruraux
35316,Saint-Sulpice-des-Landes,Rural à habitat dispersé
35317,Saint-Symphorien,Rural à habitat dispersé
35318,Saint-Thual,Rural à habitat dispersé
35319,Saint-Thurial,Bourgs ruraux
35320,Saint-Uniac,Rural à habitat dispersé
35321,Saulnières,Rural à habitat dispersé
35322,Le Sel-de-Bretagne,Bourgs ruraux
35324,La Selle-en-Luitré,Rural à habitat dispersé
35325,La Selle-Guerchaise,Rural à habitat dispersé
35326,Sens-de-Bretagne,Bourgs ruraux
35327,Servon-sur-Vilaine,Bourgs ruraux
35328,Sixt-sur-Aff,Rural à habitat dispersé
35329,Sougeal,Rural à habitat dispersé
35330,Taillis,Rural à habitat dispersé
35331,Talensac,Bourgs ruraux
35332,Teillay,Rural à habitat dispersé
35333,Le Theil-de-Bretagne,Rural à habitat dispersé
35334,Thorigné-Fouillard,Centres urbains intermédiaires
35335,Thourie,Rural à habitat très dispersé
35336,Le Tiercent,Rural à habitat dispersé
35337,Tinténiac,Bourgs ruraux
35338,Torcé,Bourgs ruraux
35339,Trans-la-Forêt,Rural à habitat dispersé
35340,Treffendel,Bourgs ruraux
35342,Trémeheuc,Rural à habitat dispersé
35343,Tresbœuf,Rural à habitat dispersé
35345,Trévérien,Rural à habitat dispersé
35346,Trimer,Rural à habitat dispersé
35347,Val-d'Izé,Bourgs ruraux
35350,Vergéal,Rural à habitat dispersé
35351,Le Verger,Bourgs ruraux
35352,Vern-sur-Seiche,Centres urbains intermédiaires
35353,Vezin-le-Coquet,Ceintures urbaines
35354,Vieux-Viel,Rural à habitat dispersé
35355,Vieux-Vy-sur-Couesnon,Rural à habitat dispersé
35356,Vignoc,Bourgs ruraux
35357,Villamée,Rural à habitat très dispersé
35358,La Ville-ès-Nonais,Bourgs ruraux
35359,Visseiche,Rural à habitat dispersé
35360,Vitré,Centres urbains intermédiaires
35361,Le Vivier-sur-Mer,Bourgs ruraux
35362,Le Tronchet,Bourgs ruraux
35363,Pont-Péan,Ceintures urbaines
36001,Aigurande,Rural à habitat dispersé
36002,Aize,Rural à habitat très dispersé
36003,Ambrault,Rural à habitat dispersé
36004,Anjouin,Rural à habitat très dispersé
36005,Ardentes,Bourgs ruraux
36006,Argenton-sur-Creuse,Petites villes
36007,Argy,Rural à habitat dispersé
36008,Arpheuilles,Rural à habitat très dispersé
36009,Arthon,Rural à habitat dispersé
36010,Azay-le-Ferron,Rural à habitat très dispersé
36011,Bagneux,Rural à habitat très dispersé
36012,Baraize,Rural à habitat très dispersé
36013,Baudres,Rural à habitat très dispersé
36014,Bazaiges,Rural à habitat très dispersé
36015,Beaulieu,Rural à habitat très dispersé
36016,Bélâbre,Rural à habitat dispersé
36017,La Berthenoux,Rural à habitat très dispersé
36018,Le Blanc,Bourgs ruraux
36019,Bommiers,Rural à habitat très dispersé
36020,Bonneuil,Rural à habitat très dispersé
36021,Les Bordes,Bourgs ruraux
36022,Bouesse,Rural à habitat très dispersé
36023,Bouges-le-Château,Rural à habitat dispersé
36024,Bretagne,Rural à habitat très dispersé
36025,Briantes,Rural à habitat dispersé
36026,Brion,Rural à habitat dispersé
36027,Brives,Rural à habitat dispersé
36028,La Buxerette,Rural à habitat très dispersé
36029,Buxeuil,Rural à habitat très dispersé
36030,Buxières-d'Aillac,Rural à habitat très dispersé
36031,Buzançais,Bourgs ruraux
36032,Ceaulmont,Rural à habitat dispersé
36033,Celon,Rural à habitat dispersé
36034,Chabris,Bourgs ruraux
36035,Chaillac,Rural à habitat très dispersé
36036,Chalais,Rural à habitat très dispersé
36037,La Champenoise,Rural à habitat dispersé
36038,Champillet,Rural à habitat très dispersé
36040,La Chapelle-Orthemale,Rural à habitat très dispersé
36041,La Chapelle-Saint-Laurian,Rural à habitat très dispersé
36042,Chasseneuil,Rural à habitat très dispersé
36043,Chassignolles,Rural à habitat très dispersé
36044,Châteauroux,Centres urbains intermédiaires
36045,Châtillon-sur-Indre,Bourgs ruraux
36046,La Châtre,Bourgs ruraux
36047,La Châtre-Langlin,Rural à habitat très dispersé
36048,Chavin,Rural à habitat très dispersé
36049,Chazelet,Rural à habitat très dispersé
36050,Chezelles,Rural à habitat dispersé
36051,Chitray,Rural à habitat très dispersé
36052,Chouday,Rural à habitat très dispersé
36053,Ciron,Rural à habitat dispersé
36054,Cléré-du-Bois,Rural à habitat très dispersé
36055,Clion,Rural à habitat dispersé
36056,Cluis,Rural à habitat dispersé
36057,Coings,Rural à habitat dispersé
36058,Concremiers,Rural à habitat dispersé
36059,Condé,Rural à habitat très dispersé
36060,Crevant,Rural à habitat très dispersé
36061,Crozon-sur-Vauvre,Rural à habitat très dispersé
36062,Cuzion,Rural à habitat dispersé
36063,Déols,Centres urbains intermédiaires
36064,Diors,Rural à habitat dispersé
36065,Diou,Rural à habitat dispersé
36066,Douadic,Rural à habitat dispersé
36067,Dunet,Rural à habitat très dispersé
36068,Dun-le-Poëlier,Rural à habitat dispersé
36069,Écueillé,Bourgs ruraux
36070,Éguzon-Chantôme,Rural à habitat dispersé
36071,Étrechet,Bourgs ruraux
36073,Feusines,Rural à habitat très dispersé
36074,Fléré-la-Rivière,Rural à habitat dispersé
36075,Fontenay,Rural à habitat très dispersé
36076,Fontgombault,Rural à habitat dispersé
36077,Fontguenand,Rural à habitat très dispersé
36078,Fougerolles,Rural à habitat très dispersé
36079,Francillon,Rural à habitat dispersé
36080,Frédille,Rural à habitat très dispersé
36081,Gargilesse-Dampierre,Rural à habitat très dispersé
36082,Gehée,Rural à habitat très dispersé
36083,Giroux,Rural à habitat très dispersé
36084,Gournay,Rural à habitat très dispersé
36085,Guilly,Rural à habitat très dispersé
36086,Heugnes,Rural à habitat très dispersé
36087,Ingrandes,Rural à habitat dispersé
36088,Issoudun,Centres urbains intermédiaires
36089,Jeu-les-Bois,Rural à habitat dispersé
36090,Jeu-Maloches,Rural à habitat très dispersé
36091,Lacs,Rural à habitat dispersé
36092,Langé,Rural à habitat très dispersé
36093,Levroux,Bourgs ruraux
36094,Lignac,Rural à habitat très dispersé
36095,Lignerolles,Rural à habitat très dispersé
36096,Lingé,Rural à habitat très dispersé
36097,Liniez,Rural à habitat dispersé
36098,Lizeray,Rural à habitat très dispersé
36099,Lourdoueix-Saint-Michel,Rural à habitat très dispersé
36100,Lourouer-Saint-Laurent,Rural à habitat dispersé
36101,Luant,Rural à habitat dispersé
36102,Luçay-le-Libre,Rural à habitat très dispersé
36103,Luçay-le-Mâle,Rural à habitat dispersé
36104,Lurais,Rural à habitat dispersé
36105,Lureuil,Rural à habitat dispersé
36106,Luzeret,Rural à habitat très dispersé
36107,Lye,Rural à habitat très dispersé
36108,Lys-Saint-Georges,Rural à habitat très dispersé
36109,Le Magny,Rural à habitat dispersé
36110,Maillet,Rural à habitat très dispersé
36111,Malicornay,Rural à habitat très dispersé
36112,Mâron,Rural à habitat dispersé
36113,Martizay,Rural à habitat dispersé
36114,Mauvières,Rural à habitat dispersé
36115,Menetou-sur-Nahon,Rural à habitat très dispersé
36116,Ménétréols-sous-Vatan,Rural à habitat dispersé
36117,Le Menoux,Rural à habitat dispersé
36118,Méobecq,Rural à habitat dispersé
36119,Mérigny,Rural à habitat dispersé
36120,Mers-sur-Indre,Rural à habitat dispersé
36121,Meunet-Planches,Rural à habitat dispersé
36122,Meunet-sur-Vatan,Rural à habitat dispersé
36123,Mézières-en-Brenne,Rural à habitat dispersé
36124,Migné,Rural à habitat très dispersé
36125,Migny,Rural à habitat dispersé
36126,Montchevrier,Rural à habitat très dispersé
36127,Montgivray,Rural à habitat dispersé
36128,Montierchaume,Rural à habitat dispersé
36129,Montipouret,Rural à habitat très dispersé
36130,Montlevicq,Rural à habitat très dispersé
36131,Mosnay,Rural à habitat très dispersé
36132,La Motte-Feuilly,Rural à habitat très dispersé
36133,Mouhers,Rural à habitat très dispersé
36134,Mouhet,Rural à habitat très dispersé
36135,Moulins-sur-Céphons,Rural à habitat dispersé
36136,Murs,Rural à habitat très dispersé
36137,Néons-sur-Creuse,Rural à habitat dispersé
36138,Néret,Rural à habitat très dispersé
36139,Neuillay-les-Bois,Rural à habitat dispersé
36140,Neuvy-Pailloux,Bourgs ruraux
36141,Neuvy-Saint-Sépulchre,Bourgs ruraux
36142,Niherne,Bourgs ruraux
36143,Nohant-Vic,Rural à habitat très dispersé
36144,Nuret-le-Ferron,Rural à habitat dispersé
36145,Obterre,Rural à habitat très dispersé
36146,Orsennes,Rural à habitat très dispersé
36147,Orville,Rural à habitat très dispersé
36148,Oulches,Rural à habitat dispersé
36149,Palluau-sur-Indre,Rural à habitat dispersé
36150,Parnac,Rural à habitat très dispersé
36152,Paudy,Rural à habitat dispersé
36153,Paulnay,Rural à habitat très dispersé
36154,Le Pêchereau,Petites villes
36155,Pellevoisin,Rural à habitat dispersé
36156,Pérassay,Rural à habitat très dispersé
36157,La Pérouille,Rural à habitat très dispersé
36158,Badecon-le-Pin,Rural à habitat dispersé
36159,Le Poinçonnet,Ceintures urbaines
36160,Pommiers,Rural à habitat très dispersé
36161,Le Pont-Chrétien-Chabenet,Rural à habitat dispersé
36162,Poulaines,Rural à habitat dispersé
36163,Pouligny-Notre-Dame,Rural à habitat très dispersé
36164,Pouligny-Saint-Martin,Rural à habitat très dispersé
36165,Pouligny-Saint-Pierre,Rural à habitat dispersé
36166,Préaux,Rural à habitat très dispersé
36167,Preuilly-la-Ville,Rural à habitat dispersé
36168,Prissac,Rural à habitat très dispersé
36169,Pruniers,Rural à habitat dispersé
36170,Reboursin,Rural à habitat très dispersé
36171,Reuilly,Bourgs ruraux
36172,Rivarennes,Rural à habitat dispersé
36173,Rosnay,Rural à habitat dispersé
36174,Roussines,Rural à habitat très dispersé
36175,Rouvres-les-Bois,Rural à habitat très dispersé
36176,Ruffec,Rural à habitat dispersé
36177,Sacierges-Saint-Martin,Rural à habitat très dispersé
36178,Saint-Aigny,Rural à habitat très dispersé
36179,Saint-Aoustrille,Rural à habitat dispersé
36180,Saint-Août,Rural à habitat dispersé
36181,Saint-Aubin,Rural à habitat dispersé
36182,Saint-Benoît-du-Sault,Rural à habitat dispersé
36184,Saint-Chartier,Rural à habitat dispersé
36185,Saint-Christophe-en-Bazelle,Rural à habitat dispersé
36186,Saint-Christophe-en-Boucherie,Rural à habitat très dispersé
36187,Saint-Civran,Rural à habitat très dispersé
36188,Saint-Cyran-du-Jambot,Rural à habitat très dispersé
36189,Saint-Denis-de-Jouhet,Rural à habitat très dispersé
36190,Sainte-Fauste,Rural à habitat dispersé
36191,Saint-Florentin,Bourgs ruraux
36192,Saint-Gaultier,Bourgs ruraux
36193,Sainte-Gemme,Rural à habitat très dispersé
36194,Saint-Genou,Bourgs ruraux
36195,Saint-Georges-sur-Arnon,Rural à habitat dispersé
36196,Saint-Gilles,Rural à habitat très dispersé
36197,Saint-Hilaire-sur-Benaize,Rural à habitat très dispersé
36198,Saint-Lactencin,Rural à habitat dispersé
36199,Sainte-Lizaigne,Rural à habitat dispersé
36200,Saint-Marcel,Petites villes
36202,Saint-Maur,Ceintures urbaines
36203,Saint-Médard,Rural à habitat très dispersé
36204,Saint-Michel-en-Brenne,Rural à habitat dispersé
36205,Saint-Pierre-de-Jards,Rural à habitat très dispersé
36207,Saint-Plantaire,Rural à habitat très dispersé
36208,Sainte-Sévère-sur-Indre,Rural à habitat dispersé
36209,Saint-Valentin,Rural à habitat dispersé
36210,Sarzay,Rural à habitat très dispersé
36211,Sassierges-Saint-Germain,Rural à habitat dispersé
36212,Saulnay,Rural à habitat très dispersé
36213,Sauzelles,Rural à habitat dispersé
36214,Sazeray,Rural à habitat très dispersé
36215,Ségry,Rural à habitat dispersé
36216,Selles-sur-Nahon,Rural à habitat très dispersé
36217,Sembleçay,Rural à habitat très dispersé
36218,Sougé,Rural à habitat très dispersé
36219,Tendu,Rural à habitat dispersé
36220,Thenay,Bourgs ruraux
36221,Thevet-Saint-Julien,Rural à habitat très dispersé
36222,Thizay,Rural à habitat dispersé
36223,Tilly,Rural à habitat très dispersé
36224,Tournon-Saint-Martin,Rural à habitat dispersé
36225,Le Tranger,Rural à habitat très dispersé
36226,Tranzault,Rural à habitat très dispersé
36227,Urciers,Rural à habitat très dispersé
36228,Valençay,Bourgs ruraux
36229,Val-Fouzon,Rural à habitat dispersé
36230,Vatan,Bourgs ruraux
36231,Velles,Rural à habitat dispersé
36232,Vendœuvres,Rural à habitat dispersé
36233,La Vernelle,Rural à habitat dispersé
36234,Verneuil-sur-Igneraie,Rural à habitat dispersé
36235,Veuil,Rural à habitat dispersé
36236,Vicq-Exemplet,Rural à habitat très dispersé
36237,Vicq-sur-Nahon,Rural à habitat dispersé
36238,Vigoulant,Rural à habitat très dispersé
36239,Vigoux,Rural à habitat très dispersé
36240,Vijon,Rural à habitat très dispersé
36241,Villedieu-sur-Indre,Bourgs ruraux
36242,Villegongis,Rural à habitat dispersé
36243,Villegouin,Rural à habitat très dispersé
36244,Villentrois-Faverolles-en-Berry,Rural à habitat dispersé
36246,Villiers,Rural à habitat très dispersé
36247,Vineuil,Bourgs ruraux
36248,Vouillon,Rural à habitat dispersé
37001,Abilly,Rural à habitat dispersé
37002,Ambillou,Bourgs ruraux
37003,Amboise,Petites villes
37004,Anché,Rural à habitat dispersé
37005,Antogny-le-Tillac,Rural à habitat dispersé
37006,Artannes-sur-Indre,Petites villes
37007,Assay,Rural à habitat très dispersé
37008,Athée-sur-Cher,Rural à habitat dispersé
37009,Autrèche,Rural à habitat dispersé
37010,Auzouer-en-Touraine,Petites villes
37011,Avoine,Bourgs ruraux
37012,Avon-les-Roches,Rural à habitat dispersé
37013,Avrillé-les-Ponceaux,Rural à habitat dispersé
37014,Azay-le-Rideau,Bourgs ruraux
37015,Azay-sur-Cher,Petites villes
37016,Azay-sur-Indre,Rural à habitat dispersé
37018,Ballan-Miré,Ceintures urbaines
37019,Barrou,Rural à habitat dispersé
37020,Beaulieu-lès-Loches,Petites villes
37021,Beaumont-Louestault,Rural à habitat dispersé
37022,Beaumont-en-Véron,Rural à habitat dispersé
37023,Beaumont-Village,Rural à habitat très dispersé
37024,Benais,Rural à habitat dispersé
37025,Berthenay,Rural à habitat dispersé
37026,Betz-le-Château,Rural à habitat très dispersé
37027,Bléré,Petites villes
37028,Bossay-sur-Claise,Rural à habitat très dispersé
37029,Bossée,Rural à habitat très dispersé
37030,Le Boulay,Rural à habitat dispersé
37031,Bourgueil,Bourgs ruraux
37032,Bournan,Rural à habitat très dispersé
37033,Boussay,Rural à habitat très dispersé
37034,Braslou,Rural à habitat très dispersé
37035,Braye-sous-Faye,Rural à habitat dispersé
37036,Braye-sur-Maulne,Rural à habitat très dispersé
37037,Brèches,Rural à habitat très dispersé
37038,Bréhémont,Rural à habitat dispersé
37039,Bridoré,Rural à habitat dispersé
37040,Brizay,Rural à habitat très dispersé
37041,Bueil-en-Touraine,Rural à habitat très dispersé
37042,Candes-Saint-Martin,Rural à habitat dispersé
37043,Cangey,Rural à habitat dispersé
37044,La Celle-Guenand,Rural à habitat dispersé
37045,La Celle-Saint-Avant,Rural à habitat dispersé
37046,Céré-la-Ronde,Rural à habitat très dispersé
37047,Cerelles,Bourgs ruraux
37048,Chambon,Rural à habitat dispersé
37049,Chambourg-sur-Indre,Rural à habitat dispersé
37050,Chambray-lès-Tours,Grands centres urbains
37051,Champigny-sur-Veude,Rural à habitat dispersé
37052,Chançay,Rural à habitat dispersé
37053,Chanceaux-près-Loches,Rural à habitat très dispersé
37054,Chanceaux-sur-Choisille,Ceintures urbaines
37055,Channay-sur-Lathan,Rural à habitat dispersé
37056,La Chapelle-aux-Naux,Rural à habitat dispersé
37057,La Chapelle-Blanche-Saint-Martin,Rural à habitat dispersé
37058,La Chapelle-sur-Loire,Rural à habitat dispersé
37059,Charentilly,Bourgs ruraux
37060,Chargé,Rural à habitat dispersé
37061,Charnizay,Rural à habitat très dispersé
37062,Château-la-Vallière,Bourgs ruraux
37063,Château-Renault,Petites villes
37064,Chaumussay,Rural à habitat très dispersé
