insee_com,lib_com,niveau_densite
02224,Courcelles-sur-Vesle,Rural à habitat dispersé
02225,Courchamps,Rural à habitat dispersé
02226,Courmelles,Ceintures urbaines
02227,Courmont,Rural à habitat dispersé
02228,Courtemont-Varennes,Rural à habitat dispersé
02229,Courtrizy-et-Fussigny,Rural à habitat dispersé
02230,Couvrelles,Rural à habitat dispersé
02231,Couvron-et-Aumencourt,Bourgs ruraux
02232,Coyolles,Rural à habitat dispersé
02233,Cramaille,Rural à habitat dispersé
02234,Craonne,Rural à habitat dispersé
02235,Craonnelle,Rural à habitat dispersé
02236,Crécy-au-Mont,Rural à habitat dispersé
02237,Crécy-sur-Serre,Bourgs ruraux
02238,Crépy,Bourgs ruraux
02239,Crézancy,Bourgs ruraux
02240,Croix-Fonsomme,Rural à habitat dispersé
02241,La Croix-sur-Ourcq,Rural à habitat dispersé
02242,Crouttes-sur-Marne,Bourgs ruraux
02243,Crouy,Ceintures urbaines
02244,Crupilly,Rural à habitat très dispersé
02245,Cuffies,Ceintures urbaines
02246,Cugny,Rural à habitat dispersé
02248,Cuirieux,Rural à habitat dispersé
02249,Cuiry-Housse,Rural à habitat dispersé
02250,Cuiry-lès-Chaudardes,Rural à habitat dispersé
02251,Cuiry-lès-Iviers,Rural à habitat très dispersé
02252,Cuissy-et-Geny,Rural à habitat dispersé
02253,Cuisy-en-Almont,Rural à habitat dispersé
02254,Cutry,Rural à habitat dispersé
02255,Cys-la-Commune,Rural à habitat dispersé
02256,Dagny-Lambercy,Rural à habitat dispersé
02257,Dallon,Rural à habitat dispersé
02258,Dammard,Rural à habitat dispersé
02259,Dampleux,Rural à habitat dispersé
02260,Danizy,Ceintures urbaines
02261,Dercy,Rural à habitat dispersé
02262,Deuillet,Rural à habitat dispersé
02263,Dhuizel,Rural à habitat très dispersé
02264,Dizy-le-Gros,Bourgs ruraux
02265,Dohis,Rural à habitat dispersé
02266,Dolignon,Rural à habitat très dispersé
02267,Dommiers,Rural à habitat dispersé
02268,Domptin,Rural à habitat dispersé
02269,Dorengt,Rural à habitat dispersé
02270,Douchy,Rural à habitat dispersé
02271,Dravegny,Rural à habitat dispersé
02272,Droizy,Rural à habitat dispersé
02273,Dury,Rural à habitat dispersé
02274,Ébouleau,Rural à habitat dispersé
02275,Effry,Rural à habitat dispersé
02276,Englancourt,Rural à habitat très dispersé
02277,Épagny,Rural à habitat dispersé
02278,Éparcy,Rural à habitat très dispersé
02279,Épaux-Bézu,Rural à habitat dispersé
02280,Épieds,Rural à habitat dispersé
02281,L'Épine-aux-Bois,Rural à habitat dispersé
02282,Eppes,Rural à habitat dispersé
02283,Erlon,Rural à habitat dispersé
02284,Erloy,Rural à habitat dispersé
02286,Esquéhéries,Rural à habitat dispersé
02287,Essigny-le-Grand,Bourgs ruraux
02288,Essigny-le-Petit,Rural à habitat dispersé
02289,Essises,Rural à habitat dispersé
02290,Essômes-sur-Marne,Ceintures urbaines
02291,Estrées,Rural à habitat dispersé
02292,Étampes-sur-Marne,Ceintures urbaines
02293,Étaves-et-Bocquiaux,Rural à habitat dispersé
02294,Étouvelles,Rural à habitat dispersé
02295,Étréaupont,Rural à habitat dispersé
02296,Étreillers,Bourgs ruraux
02297,Étrépilly,Rural à habitat dispersé
02298,Étreux,Bourgs ruraux
02299,Évergnicourt,Rural à habitat dispersé
02302,Faverolles,Rural à habitat dispersé
02303,Fayet,Ceintures urbaines
02304,La Fère,Ceintures urbaines
02305,Fère-en-Tardenois,Bourgs ruraux
02306,La Ferté-Chevresis,Rural à habitat dispersé
02307,La Ferté-Milon,Bourgs ruraux
02308,Fesmy-le-Sart,Rural à habitat dispersé
02309,Festieux,Bourgs ruraux
02310,Fieulaine,Rural à habitat dispersé
02312,La Flamengrie,Rural à habitat dispersé
02313,Flavigny-le-Grand-et-Beaurain,Rural à habitat dispersé
02315,Flavy-le-Martel,Bourgs ruraux
02316,Fleury,Rural à habitat dispersé
02317,Fluquières,Rural à habitat dispersé
02318,Folembray,Bourgs ruraux
02319,Fonsomme,Rural à habitat dispersé
02320,Fontaine-lès-Clercs,Rural à habitat dispersé
02321,Fontaine-lès-Vervins,Rural à habitat dispersé
02322,Fontaine-Notre-Dame,Rural à habitat dispersé
02323,Fontaine-Uterte,Rural à habitat dispersé
02324,Fontenelle,Rural à habitat dispersé
02326,Fontenoy,Rural à habitat dispersé
02327,Foreste,Rural à habitat très dispersé
02328,Fossoy,Rural à habitat dispersé
02329,Fourdrain,Rural à habitat dispersé
02330,Francilly-Selency,Bourgs ruraux
02331,Franqueville,Rural à habitat dispersé
02332,Fresnes-en-Tardenois,Rural à habitat dispersé
02333,Fresnes-sous-Coucy,Rural à habitat dispersé
02334,Fresnoy-le-Grand,Bourgs ruraux
02335,Fressancourt,Rural à habitat dispersé
02336,Frières-Faillouël,Rural à habitat dispersé
02337,Froidestrées,Rural à habitat très dispersé
02338,Froidmont-Cohartille,Rural à habitat dispersé
02339,Gandelu,Rural à habitat dispersé
02340,Gauchy,Ceintures urbaines
02341,Gercy,Rural à habitat dispersé
02342,Gergny,Rural à habitat dispersé
02343,Germaine,Rural à habitat dispersé
02345,Gibercourt,Rural à habitat très dispersé
02346,Gizy,Rural à habitat dispersé
02347,Gland,Rural à habitat dispersé
02349,Goudelancourt-lès-Berrieux,Rural à habitat dispersé
02350,Goudelancourt-lès-Pierrepont,Rural à habitat dispersé
02351,Goussancourt,Rural à habitat dispersé
02352,Gouy,Rural à habitat dispersé
02353,Grandlup-et-Fay,Rural à habitat dispersé
02354,Grandrieux,Rural à habitat dispersé
02355,Gricourt,Bourgs ruraux
02356,Grisolles,Rural à habitat dispersé
02357,Gronard,Rural à habitat dispersé
02358,Grougis,Rural à habitat dispersé
02359,Grugies,Ceintures urbaines
02360,Villeneuve-sur-Aisne,Bourgs ruraux
02361,Guise,Bourgs ruraux
02362,Guivry,Rural à habitat dispersé
02363,Guny,Rural à habitat dispersé
02364,Guyencourt,Rural à habitat dispersé
02366,Hannapes,Rural à habitat dispersé
02367,Happencourt,Rural à habitat dispersé
02368,Haramont,Rural à habitat dispersé
02369,Harcigny,Rural à habitat dispersé
02370,Hargicourt,Rural à habitat dispersé
02371,Harly,Ceintures urbaines
02372,Hartennes-et-Taux,Rural à habitat dispersé
02373,Hary,Rural à habitat dispersé
02374,Lehaucourt,Bourgs ruraux
02375,Hautevesnes,Rural à habitat dispersé
02376,Hauteville,Rural à habitat dispersé
02377,Haution,Rural à habitat dispersé
02378,La Hérie,Rural à habitat dispersé
02379,Le Hérie-la-Viéville,Rural à habitat dispersé
02380,Hinacourt,Rural à habitat très dispersé
02381,Hirson,Petites villes
02382,Holnon,Bourgs ruraux
02383,Homblières,Bourgs ruraux
02384,Houry,Rural à habitat dispersé
02385,Housset,Rural à habitat dispersé
02386,Iron,Rural à habitat dispersé
02387,Itancourt,Bourgs ruraux
02388,Iviers,Rural à habitat dispersé
02389,Jaulgonne,Rural à habitat dispersé
02390,Jeancourt,Rural à habitat dispersé
02391,Jeantes,Rural à habitat très dispersé
02392,Joncourt,Rural à habitat dispersé
02393,Jouaignes,Rural à habitat dispersé
02395,Jumencourt,Rural à habitat dispersé
02396,Jumigny,Rural à habitat dispersé
02397,Jussy,Bourgs ruraux
02398,Juvigny,Rural à habitat dispersé
02399,Juvincourt-et-Damary,Rural à habitat dispersé
02400,Laffaux,Rural à habitat dispersé
02401,Laigny,Rural à habitat très dispersé
02402,Lanchy,Rural à habitat très dispersé
02403,Landifay-et-Bertaignemont,Rural à habitat dispersé
02404,Landouzy-la-Cour,Rural à habitat dispersé
02405,Landouzy-la-Ville,Rural à habitat dispersé
02406,Landricourt,Rural à habitat dispersé
02407,Laniscourt,Rural à habitat dispersé
02408,Laon,Centres urbains intermédiaires
02409,Lappion,Rural à habitat dispersé
02410,Largny-sur-Automne,Rural à habitat dispersé
02411,Latilly,Rural à habitat dispersé
02412,Launoy,Rural à habitat dispersé
02413,Laval-en-Laonnois,Rural à habitat dispersé
02414,Lavaqueresse,Rural à habitat dispersé
02415,Laversine,Rural à habitat dispersé
02416,Lemé,Rural à habitat dispersé
02417,Lempire,Rural à habitat dispersé
02418,Lerzy,Rural à habitat dispersé
02419,Leschelle,Rural à habitat très dispersé
02420,Lesdins,Rural à habitat dispersé
02421,Lesges,Rural à habitat dispersé
02422,Lesquielles-Saint-Germain,Rural à habitat dispersé
02423,Leuilly-sous-Coucy,Rural à habitat dispersé
02424,Leury,Rural à habitat dispersé
02425,Leuze,Rural à habitat dispersé
02426,Levergies,Rural à habitat dispersé
02427,Lhuys,Rural à habitat dispersé
02428,Licy-Clignon,Rural à habitat dispersé
02429,Lierval,Rural à habitat très dispersé
02430,Liesse-Notre-Dame,Bourgs ruraux
02431,Liez,Rural à habitat dispersé
02432,Limé,Rural à habitat dispersé
02433,Lislet,Bourgs ruraux
02435,Logny-lès-Aubenton,Rural à habitat très dispersé
02438,Longpont,Rural à habitat dispersé
02439,Les Septvallons,Rural à habitat dispersé
02440,Lor,Rural à habitat dispersé
02441,Louâtre,Rural à habitat très dispersé
02442,Loupeigne,Rural à habitat dispersé
02443,Lucy-le-Bocage,Rural à habitat dispersé
02444,Lugny,Rural à habitat dispersé
02445,Luzoir,Rural à habitat dispersé
02446,Ly-Fontaine,Rural à habitat dispersé
02447,Maast-et-Violaine,Rural à habitat dispersé
02448,Mâchecourt,Rural à habitat dispersé
02449,Macogny,Rural à habitat très dispersé
02450,Macquigny,Rural à habitat dispersé
02451,Magny-la-Fosse,Rural à habitat dispersé
02452,Maissemy,Rural à habitat dispersé
02453,Maizy,Rural à habitat dispersé
02454,La Malmaison,Rural à habitat dispersé
02455,Malzy,Rural à habitat dispersé
02456,Manicamp,Rural à habitat dispersé
02457,Marchais,Rural à habitat dispersé
02458,Dhuys et Morin-en-Brie,Rural à habitat très dispersé
02459,Marcy,Rural à habitat dispersé
02460,Marcy-sous-Marle,Rural à habitat dispersé
02461,Marest-Dampcourt,Rural à habitat dispersé
02462,Mareuil-en-Dôle,Rural à habitat dispersé
02463,Marfontaine,Rural à habitat dispersé
02464,Margival,Rural à habitat dispersé
02465,Marigny-en-Orxois,Rural à habitat dispersé
02466,Marizy-Sainte-Geneviève,Rural à habitat dispersé
02467,Marizy-Saint-Mard,Rural à habitat très dispersé
02468,Marle,Bourgs ruraux
02469,Marly-Gomont,Rural à habitat dispersé
02470,Martigny,Rural à habitat très dispersé
02471,Martigny-Courpierre,Rural à habitat dispersé
02472,Mauregny-en-Haye,Rural à habitat dispersé
02473,Mayot,Rural à habitat dispersé
02474,Mennessis,Rural à habitat dispersé
02476,Mennevret,Rural à habitat dispersé
02477,Mercin-et-Vaux,Bourgs ruraux
02478,Merlieux-et-Fouquerolles,Rural à habitat dispersé
02480,Mesbrecourt-Richecourt,Rural à habitat dispersé
02481,Mesnil-Saint-Laurent,Rural à habitat dispersé
02482,Meurival,Rural à habitat dispersé
02483,Mézières-sur-Oise,Bourgs ruraux
02484,Mézy-Moulins,Rural à habitat dispersé
02485,Missy-aux-Bois,Rural à habitat dispersé
02486,Missy-lès-Pierrepont,Rural à habitat dispersé
02487,Missy-sur-Aisne,Bourgs ruraux
02488,Molain,Rural à habitat dispersé
02489,Molinchart,Rural à habitat dispersé
02490,Monampteuil,Rural à habitat dispersé
02491,Monceau-le-Neuf-et-Faucouzy,Rural à habitat dispersé
02492,Monceau-lès-Leups,Rural à habitat dispersé
02493,Monceau-le-Waast,Rural à habitat dispersé
02494,Monceau-sur-Oise,Rural à habitat dispersé
02495,Mondrepuis,Rural à habitat dispersé
02496,Monnes,Rural à habitat dispersé
02497,Mons-en-Laonnois,Bourgs ruraux
02498,Montaigu,Rural à habitat dispersé
02499,Montbavin,Rural à habitat très dispersé
02500,Montbrehain,Bourgs ruraux
02501,Montchâlons,Rural à habitat dispersé
02502,Montcornet,Bourgs ruraux
02503,Mont-d'Origny,Bourgs ruraux
02504,Montescourt-Lizerolles,Bourgs ruraux
02505,Montfaucon,Rural à habitat très dispersé
02506,Montgobert,Rural à habitat dispersé
02507,Montgru-Saint-Hilaire,Rural à habitat très dispersé
02508,Monthenault,Rural à habitat dispersé
02509,Monthiers,Rural à habitat dispersé
02510,Monthurel,Rural à habitat dispersé
02511,Montigny-en-Arrouaise,Rural à habitat dispersé
02512,Montigny-l'Allier,Rural à habitat dispersé
02513,Montigny-le-Franc,Rural à habitat dispersé
02514,Montigny-Lengrain,Rural à habitat dispersé
02515,Montigny-lès-Condé,Rural à habitat dispersé
02516,Montigny-sous-Marle,Rural à habitat dispersé
02517,Montigny-sur-Crécy,Rural à habitat dispersé
02518,Montlevon,Rural à habitat dispersé
02519,Montloué,Rural à habitat dispersé
02520,Mont-Notre-Dame,Bourgs ruraux
02521,Montreuil-aux-Lions,Bourgs ruraux
02522,Mont-Saint-Jean,Rural à habitat dispersé
02523,Mont-Saint-Martin,Rural à habitat dispersé
02524,Mont-Saint-Père,Bourgs ruraux
02525,Morcourt,Ceintures urbaines
02526,Morgny-en-Thiérache,Rural à habitat dispersé
02527,Morsain,Rural à habitat dispersé
02528,Mortefontaine,Rural à habitat dispersé
02529,Mortiers,Rural à habitat dispersé
02530,Moulins,Rural à habitat dispersé
02531,Moussy-Verneuil,Rural à habitat dispersé
02532,Moÿ-de-l'Aisne,Bourgs ruraux
02533,Muret-et-Crouttes,Rural à habitat dispersé
02534,Muscourt,Rural à habitat très dispersé
02535,Nampcelles-la-Cour,Rural à habitat dispersé
02536,Nampteuil-sous-Muret,Rural à habitat dispersé
02537,Nanteuil-la-Fosse,Rural à habitat dispersé
02538,Nanteuil-Notre-Dame,Rural à habitat dispersé
02539,Nauroy,Bourgs ruraux
02540,Nesles-la-Montagne,Ceintures urbaines
02541,Neufchâtel-sur-Aisne,Rural à habitat dispersé
02542,Neuflieux,Rural à habitat dispersé
02543,Neuilly-Saint-Front,Bourgs ruraux
02544,Neuve-Maison,Rural à habitat dispersé
02545,La Neuville-Bosmont,Rural à habitat dispersé
02546,La Neuville-en-Beine,Rural à habitat dispersé
02547,La Neuville-Housset,Rural à habitat très dispersé
02548,La Neuville-lès-Dorengt,Rural à habitat dispersé
02549,Neuville-Saint-Amand,Rural à habitat dispersé
02550,Neuville-sur-Ailette,Rural à habitat dispersé
02551,Neuville-sur-Margival,Rural à habitat dispersé
02552,Neuvillette,Rural à habitat dispersé
02553,Nizy-le-Comte,Rural à habitat dispersé
02554,Nogentel,Ceintures urbaines
02555,Nogent-l'Artaud,Petites villes
02556,Noircourt,Rural à habitat très dispersé
02557,Noroy-sur-Ourcq,Rural à habitat dispersé
02558,Le Nouvion-en-Thiérache,Bourgs ruraux
02559,Nouvion-et-Catillon,Rural à habitat dispersé
02560,Nouvion-le-Comte,Rural à habitat dispersé
02561,Nouvion-le-Vineux,Rural à habitat dispersé
02562,Nouvron-Vingré,Rural à habitat dispersé
02563,Noyales,Rural à habitat dispersé
02564,Bernoy-le-Château,Rural à habitat dispersé
02565,Œuilly,Rural à habitat dispersé
02566,Ognes,Ceintures urbaines
02567,Ohis,Rural à habitat dispersé
02568,Oigny-en-Valois,Rural à habitat dispersé
02569,Oisy,Rural à habitat dispersé
02570,Ollezy,Rural à habitat dispersé
02571,Omissy,Ceintures urbaines
02572,Orainville,Rural à habitat dispersé
02573,Orgeval,Rural à habitat dispersé
02574,Origny-en-Thiérache,Bourgs ruraux
02575,Origny-Sainte-Benoite,Bourgs ruraux
02576,Osly-Courtil,Rural à habitat dispersé
02577,Ostel,Rural à habitat dispersé
02578,Oulches-la-Vallée-Foulon,Rural à habitat dispersé
02579,Oulchy-la-Ville,Rural à habitat très dispersé
02580,Oulchy-le-Château,Bourgs ruraux
02581,Paars,Rural à habitat dispersé
02582,Paissy,Rural à habitat très dispersé
02583,Pancy-Courtecon,Rural à habitat dispersé
02584,Papleux,Rural à habitat très dispersé
02585,Parcy-et-Tigny,Rural à habitat dispersé
02586,Parfondeval,Rural à habitat dispersé
02587,Parfondru,Rural à habitat dispersé
02588,Pargnan,Rural à habitat très dispersé
02589,Pargny-et-Filain,Rural à habitat dispersé
02590,Pargny-la-Dhuys,Rural à habitat dispersé
02591,Pargny-les-Bois,Rural à habitat très dispersé
02592,Parpeville,Rural à habitat dispersé
02593,Pasly,Rural à habitat dispersé
02594,Passy-en-Valois,Rural à habitat dispersé
02595,Passy-sur-Marne,Rural à habitat dispersé
02596,Pavant,Bourgs ruraux
02598,Pernant,Rural à habitat dispersé
02599,Pierremande,Rural à habitat dispersé
02600,Pierrepont,Rural à habitat dispersé
02601,Pignicourt,Rural à habitat dispersé
02602,Pinon,Bourgs ruraux
02604,Pithon,Rural à habitat dispersé
02605,Pleine-Selve,Rural à habitat dispersé
02606,Le Plessier-Huleu,Rural à habitat dispersé
02607,Ploisy,Rural à habitat dispersé
02608,Plomion,Rural à habitat dispersé
02609,Ployart-et-Vaurseine,Rural à habitat très dispersé
02610,Pommiers,Ceintures urbaines
02612,Pont-Arcy,Rural à habitat dispersé
02613,Pontavert,Rural à habitat dispersé
02614,Pontru,Rural à habitat dispersé
02615,Pontruet,Rural à habitat dispersé
02616,Pont-Saint-Mard,Rural à habitat dispersé
02617,Pouilly-sur-Serre,Rural à habitat dispersé
02618,Prémont,Rural à habitat dispersé
02619,Prémontré,Rural à habitat dispersé
02620,Presles-et-Boves,Rural à habitat dispersé
02621,Presles-et-Thierny,Rural à habitat dispersé
02622,Priez,Rural à habitat dispersé
02623,Prisces,Rural à habitat dispersé
02624,Proisy,Rural à habitat dispersé
02625,Proix,Rural à habitat dispersé
02626,Prouvais,Rural à habitat dispersé
02627,Proviseux-et-Plesnoy,Rural à habitat dispersé
02628,Puiseux-en-Retz,Rural à habitat dispersé
02629,Puisieux-et-Clanlieu,Rural à habitat dispersé
02631,Quierzy,Rural à habitat dispersé
02632,Quincy-Basse,Rural à habitat très dispersé
02633,Quincy-sous-le-Mont,Rural à habitat très dispersé
02634,Raillimont,Rural à habitat dispersé
02635,Ramicourt,Rural à habitat dispersé
02636,Regny,Rural à habitat dispersé
02637,Remaucourt,Rural à habitat dispersé
02638,Remies,Rural à habitat dispersé
02639,Remigny,Rural à habitat dispersé
02640,Renansart,Rural à habitat dispersé
02641,Renneval,Rural à habitat dispersé
02642,Résigny,Rural à habitat très dispersé
02643,Ressons-le-Long,Rural à habitat dispersé
02644,Retheuil,Rural à habitat dispersé
02645,Reuilly-Sauvigny,Rural à habitat dispersé
02647,Ribeauville,Rural à habitat très dispersé
02648,Ribemont,Bourgs ruraux
02649,Rocourt-Saint-Martin,Rural à habitat dispersé
02650,Rocquigny,Rural à habitat très dispersé
02651,Rogécourt,Rural à habitat très dispersé
02652,Rogny,Rural à habitat dispersé
02653,Romeny-sur-Marne,Petites villes
02654,Romery,Rural à habitat dispersé
02655,Ronchères,Rural à habitat dispersé
02656,Roucy,Rural à habitat dispersé
02657,Rougeries,Rural à habitat dispersé
02658,Roupy,Rural à habitat dispersé
02659,Rouvroy,Ceintures urbaines
02660,Rouvroy-sur-Serre,Rural à habitat très dispersé
02661,Royaucourt-et-Chailvet,Rural à habitat dispersé
02662,Rozet-Saint-Albin,Rural à habitat dispersé
02663,Rozières-sur-Crise,Rural à habitat dispersé
02664,Rozoy-Bellevalle,Rural à habitat très dispersé
02665,Grand-Rozoy,Rural à habitat dispersé
02666,Rozoy-sur-Serre,Rural à habitat dispersé
02667,Saconin-et-Breuil,Rural à habitat dispersé
02668,Sains-Richaumont,Bourgs ruraux
02670,Saint-Algis,Rural à habitat dispersé
02671,Saint-Aubin,Rural à habitat dispersé
02672,Saint-Bandry,Rural à habitat dispersé
02673,Saint-Christophe-à-Berry,Rural à habitat dispersé
02674,Saint-Clément,Rural à habitat dispersé
