insee_com,lib_com,niveau_centralite
50097,Canville-la-Rocque,Communes non centre
50098,Carantilly,Communes non centre
50099,Carentan-les-Marais,Centre structurant d'équipements et de services
50101,Carneville,Communes non centre
50102,Carolles,Centre local d'équipements et de services
50105,Catteville,Communes non centre
50106,Cavigny,Communes non centre
50108,Céaux,Communes non centre
50109,Cérences,Centre local d'équipements et de services
50110,Cerisy-la-Forêt,Centre local d'équipements et de services
50111,Cerisy-la-Salle,Centre local d'équipements et de services
50112,La Chaise-Baudouin,Communes non centre
50115,Le Grippon,Communes non centre
50117,Champeaux,Communes non centre
50118,Champrepus,Communes non centre
50120,Chanteloup,Communes non centre
50121,La Chapelle-Cécelin,Communes non centre
50124,La Chapelle-Urée,Communes non centre
50126,Chavoy,Communes non centre
50129,Cherbourg-en-Cotentin,Centre majeur d'équipements et de services
50130,Chérencé-le-Héron,Communes non centre
50135,Clitourps,Communes non centre
50137,La Colombe,Communes non centre
50138,Colomby,Communes non centre
50139,Condé-sur-Vire,Centre intermédiaire d'équipements et de services
50142,Vicq-sur-Mer,Communes non centre
50143,Coudeville-sur-Mer,Communes non centre
50144,Coulouvray-Boisbenâtre,Communes non centre
50145,Courcy,Communes non centre
50146,Courtils,Communes non centre
50147,Coutances,Centre structurant d'équipements et de services
50148,Couvains,Communes non centre
50149,Couville,Communes non centre
50150,Crasville,Communes non centre
50151,Créances,Centre local d'équipements et de services
50152,Les Cresnays,Communes non centre
50155,Crollon,Communes non centre
50156,Crosville-sur-Douve,Communes non centre
50158,Cuves,Communes non centre
50159,Dangy,Communes non centre
50161,Le Dézert,Communes non centre
50162,Digosville,Communes non centre
50164,Domjean,Centre local d'équipements et de services
50165,Donville-les-Bains,Centre intermédiaire d'équipements et de services
50166,Doville,Communes non centre
50167,Dragey-Ronthon,Communes non centre
50168,Ducey-Les Chéris,Centre intermédiaire d'équipements et de services
50169,Écausseville,Communes non centre
50172,Émondeville,Communes non centre
50174,Équilly,Communes non centre
50175,Éroudeville,Communes non centre
50176,L'Étang-Bertrand,Communes non centre
50177,Étienville,Communes non centre
50178,Fermanville,Centre local d'équipements et de services
50181,Feugères,Communes non centre
50182,La Feuillie,Communes non centre
50183,Fierville-les-Mines,Communes non centre
50184,Flamanville,Centre local d'équipements et de services
50185,Fleury,Communes non centre
50186,Flottemanville,Communes non centre
50188,Folligny,Communes non centre
50190,Fontenay-sur-Mer,Communes non centre
50192,Fourneaux,Communes non centre
50193,Le Fresne-Poret,Communes non centre
50194,Fresville,Communes non centre
50195,Gathemo,Communes non centre
50196,Gatteville-le-Phare,Communes non centre
50197,Gavray-sur-Sienne,Centre intermédiaire d'équipements et de services
50198,Geffosses,Communes non centre
50199,Genêts,Communes non centre
50200,Ger,Centre local d'équipements et de services
50205,La Godefroy,Communes non centre
50207,Golleville,Communes non centre
50208,Gonfreville,Communes non centre
50209,Gonneville-Le Theil,Communes non centre
50210,Gorges,Communes non centre
50214,Gouvets,Communes non centre
50215,Gouville-sur-Mer,Centre local d'équipements et de services
50216,Graignes-Mesnil-Angot,Communes non centre
50217,Le Grand-Celland,Communes non centre
50218,Granville,Centre structurant d'équipements et de services
50219,Gratot,Communes non centre
50221,Grimesnil,Communes non centre
50222,Grosville,Communes non centre
50225,Le Guislain,Communes non centre
50227,Le Ham,Communes non centre
50228,Hambye,Centre local d'équipements et de services
50229,Hamelin,Communes non centre
50230,Hardinvast,Communes non centre
50231,Hauteville-sur-Mer,Centre local d'équipements et de services
50232,Hauteville-la-Guichard,Communes non centre
50233,Hautteville-Bocage,Communes non centre
50234,La Haye-Bellefond,Communes non centre
50235,La Haye-d'Ectot,Communes non centre
50236,La Haye,Centre intermédiaire d'équipements et de services
50237,La Haye-Pesnel,Centre intermédiaire d'équipements et de services
50238,Héauville,Communes non centre
50239,Thèreval,Centre local d'équipements et de services
50240,Helleville,Communes non centre
50241,Hémevez,Communes non centre
50243,Heugueville-sur-Sienne,Communes non centre
50246,Hiesville,Communes non centre
50247,Hocquigny,Communes non centre
50251,Huberville,Communes non centre
50252,Hudimesnil,Communes non centre
50253,Huisnes-sur-Mer,Communes non centre
50256,Isigny-le-Buat,Centre local d'équipements et de services
50258,Joganville,Communes non centre
50259,Juilley,Communes non centre
50260,Juvigny les Vallées,Centre local d'équipements et de services
50261,Lamberville,Communes non centre
50262,La Lande-d'Airou,Communes non centre
50263,Lapenty,Communes non centre
50265,Laulne,Communes non centre
50266,Lengronne,Communes non centre
50267,Lessay,Centre intermédiaire d'équipements et de services
50268,Lestre,Communes non centre
50269,Liesville-sur-Douve,Communes non centre
50270,Lieusaint,Communes non centre
50271,Lingeard,Communes non centre
50272,Tourneville-sur-Mer,Centre local d'équipements et de services
50273,Montsenelle,Communes non centre
50274,Les Loges-Marchis,Communes non centre
50275,Les Loges-sur-Brécey,Communes non centre
50276,Lolif,Communes non centre
50277,Longueville,Communes non centre
50278,Le Loreur,Communes non centre
50279,Le Lorey,Communes non centre
50281,La Lucerne-d'Outremer,Centre local d'équipements et de services
50282,Le Luot,Communes non centre
50283,La Luzerne,Communes non centre
50285,Magneville,Communes non centre
50288,Marcey-les-Grèves,Centre local d'équipements et de services
50289,Marchésieux,Communes non centre
50290,Marcilly,Communes non centre
50291,Margueray,Communes non centre
50292,Marigny-Le-Lozon,Centre intermédiaire d'équipements et de services
50294,Martinvast,Centre local d'équipements et de services
50295,Maupertuis,Communes non centre
50296,Maupertus-sur-Mer,Communes non centre
50297,La Meauffe,Communes non centre
50298,Méautis,Communes non centre
50299,Le Mesnil,Communes non centre
50300,Le Mesnil-Adelée,Communes non centre
50302,Le Mesnil-Amey,Communes non centre
50304,Le Mesnil-Aubert,Communes non centre
50305,Le Mesnil-au-Val,Communes non centre
50310,Le Mesnil-Eury,Communes non centre
50311,Le Mesnil-Garnier,Communes non centre
50312,Le Mesnil-Gilbert,Communes non centre
50315,Le Mesnillard,Communes non centre
50317,Le Mesnil-Ozenne,Communes non centre
50321,Le Mesnil-Rouxelin,Communes non centre
50324,Le Mesnil-Véneron,Communes non centre
50326,Le Mesnil-Villeman,Communes non centre
50327,La Meurdraquière,Communes non centre
50328,Millières,Communes non centre
50332,Les Moitiers-d'Allonne,Communes non centre
50334,Montabot,Communes non centre
50335,Montaigu-la-Brisette,Communes non centre
50336,Montaigu-les-Bois,Communes non centre
50338,Montbray,Communes non centre
50340,Montcuit,Communes non centre
50341,Montebourg,Centre intermédiaire d'équipements et de services
50342,Montfarville,Communes non centre
50345,Monthuchon,Communes non centre
50347,Montjoie-Saint-Martin,Communes non centre
50349,Montmartin-sur-Mer,Centre local d'équipements et de services
50350,Montpinchon,Communes non centre
50351,Montrabot,Communes non centre
50352,Montreuil-sur-Lozon,Communes non centre
50353,Le Mont-Saint-Michel,Communes non centre
50356,Moon-sur-Elle,Communes non centre
50357,Morigny,Communes non centre
50359,Mortain-Bocage,Centre intermédiaire d'équipements et de services
50360,Morville,Communes non centre
50361,La Mouche,Communes non centre
50362,Moulines,Communes non centre
50363,Moyon Villages,Centre local d'équipements et de services
50364,Muneville-le-Bingard,Communes non centre
50365,Muneville-sur-Mer,Communes non centre
50368,Nay,Communes non centre
50369,Négreville,Communes non centre
50370,Néhou,Communes non centre
50371,Le Neufbourg,Communes non centre
50372,Neufmesnil,Communes non centre
50373,Neuville-au-Plain,Communes non centre
50374,Neuville-en-Beaumont,Communes non centre
50376,Nicorps,Communes non centre
50378,Notre-Dame-de-Cenilly,Communes non centre
50379,Notre-Dame-de-Livoye,Communes non centre
50382,Nouainville,Communes non centre
50384,Octeville-l'Avenel,Communes non centre
50387,Orglandes,Communes non centre
50388,Orval sur Sienne,Communes non centre
50389,Ouville,Communes non centre
50390,Ozeville,Communes non centre
50391,Grandparigny,Centre local d'équipements et de services
50393,Percy-en-Normandie,Centre intermédiaire d'équipements et de services
50394,Périers,Centre intermédiaire d'équipements et de services
50395,La Pernelle,Communes non centre
50397,Perriers-en-Beauficel,Communes non centre
50398,Le Perron,Communes non centre
50399,Le Petit-Celland,Communes non centre
50400,Picauville,Centre intermédiaire d'équipements et de services
50401,Pierreville,Communes non centre
50402,Les Pieux,Centre intermédiaire d'équipements et de services
50403,Pirou,Centre local d'équipements et de services
50405,Le Plessis-Lastelle,Communes non centre
50407,Poilley,Communes non centre
50408,Pontaubault,Communes non centre
50409,Pont-Hébert,Centre local d'équipements et de services
50410,Pontorson,Centre intermédiaire d'équipements et de services
50411,Ponts,Communes non centre
50412,Port-Bail-sur-Mer,Centre intermédiaire d'équipements et de services
50413,Précey,Communes non centre
50417,Quettehou,Centre intermédiaire d'équipements et de services
50419,Quettreville-sur-Sienne,Centre local d'équipements et de services
50420,Quibou,Communes non centre
50421,Quinéville,Communes non centre
50422,Raids,Communes non centre
50423,Rampan,Communes non centre
50425,Rauville-la-Bigot,Centre local d'équipements et de services
50426,Rauville-la-Place,Communes non centre
50428,Reffuveille,Communes non centre
50429,Regnéville-sur-Mer,Communes non centre
50430,Reigneville-Bocage,Communes non centre
50431,Remilly Les Marais,Centre local d'équipements et de services
50433,Réville,Centre local d'équipements et de services
50435,Rocheville,Communes non centre
50436,Romagny Fontenay,Communes non centre
50437,Roncey,Centre local d'équipements et de services
50442,Le Rozel,Communes non centre
50443,Sacey,Communes non centre
50444,Saint-Amand-Villages,Centre local d'équipements et de services
50445,Saint-André-de-Bohon,Communes non centre
50446,Saint-André-de-l'Épine,Communes non centre
50447,Saint-Aubin-des-Préaux,Communes non centre
50448,Saint-Aubin-de-Terregatte,Communes non centre
50450,Saint-Barthélemy,Communes non centre
50451,Saint-Brice,Communes non centre
50452,Saint-Brice-de-Landelles,Communes non centre
50453,Sainte-Cécile,Communes non centre
50454,Saint-Christophe-du-Foc,Communes non centre
50455,Saint-Clair-sur-l'Elle,Centre local d'équipements et de services
50456,Saint-Clément-Rancoudray,Communes non centre
50457,Sainte-Colombe,Communes non centre
50461,Saint-Cyr,Communes non centre
50462,Saint-Cyr-du-Bailleul,Communes non centre
50463,Saint-Denis-le-Gast,Communes non centre
50464,Saint-Denis-le-Vêtu,Communes non centre
50467,Saint-Floxel,Communes non centre
50468,Saint-Fromond,Centre local d'équipements et de services
50469,Sainte-Geneviève,Communes non centre
50471,Saint-Georges-de-la-Rivière,Communes non centre
50472,Saint-Georges-de-Livoye,Communes non centre
50473,Saint-Georges-d'Elle,Communes non centre
50474,Saint-Georges-de-Rouelley,Centre local d'équipements et de services
50475,Saint-Georges-Montcocq,Centre local d'équipements et de services
50476,Saint-Germain-d'Elle,Communes non centre
50478,Saint-Germain-de-Tournebut,Communes non centre
50479,Saint-Germain-de-Varreville,Communes non centre
50480,Saint-Germain-le-Gaillard,Communes non centre
50481,Saint-Germain-sur-Ay,Centre local d'équipements et de services
50482,Saint-Germain-sur-Sèves,Communes non centre
50483,Saint-Gilles,Centre local d'équipements et de services
50484,Saint-Hilaire-du-Harcouët,Centre intermédiaire d'équipements et de services
50486,Saint-Jacques-de-Néhou,Communes non centre
50487,Saint-James,Centre intermédiaire d'équipements et de services
50488,Saint-Jean-de-Daye,Centre local d'équipements et de services
50489,Saint-Jean-de-la-Haize,Communes non centre
50490,Saint-Jean-de-la-Rivière,Communes non centre
50491,Saint-Jean-de-Savigny,Communes non centre
50492,Saint-Jean-d'Elle,Centre local d'équipements et de services
50493,Saint-Jean-des-Champs,Centre local d'équipements et de services
50495,Saint-Jean-du-Corail-des-Bois,Communes non centre
50496,Saint-Jean-le-Thomas,Centre local d'équipements et de services
50498,Saint-Joseph,Communes non centre
50499,Saint-Laurent-de-Cuves,Communes non centre
50500,Saint-Laurent-de-Terregatte,Communes non centre
50502,Saint-Lô,Centre majeur d'équipements et de services
50504,Saint-Louet-sur-Vire,Communes non centre
50505,Saint-Loup,Communes non centre
50506,Saint-Malo-de-la-Lande,Communes non centre
50507,Saint-Marcouf,Communes non centre
50509,Sainte-Marie-du-Mont,Centre local d'équipements et de services
50510,Saint-Martin-d'Aubigny,Communes non centre
50511,Saint-Martin-d'Audouville,Communes non centre
50512,Saint-Martin-de-Bonfossé,Communes non centre
50513,Saint-Martin-de-Cenilly,Communes non centre
50514,Chaulieu,Communes non centre
50517,Saint-Martin-de-Varreville,Communes non centre
50518,Saint-Martin-le-Bouillant,Communes non centre
50519,Saint-Martin-le-Gréard,Communes non centre
50521,Saint-Maur-des-Bois,Communes non centre
50522,Saint-Maurice-en-Cotentin,Communes non centre
50523,Sainte-Mère-Église,Centre intermédiaire d'équipements et de services
50525,Saint-Michel-de-Montjoie,Communes non centre
50528,Saint-Nicolas-de-Pierrepont,Communes non centre
50529,Saint-Nicolas-des-Bois,Communes non centre
50531,Saint-Ovin,Communes non centre
50532,Saint-Pair-sur-Mer,Centre intermédiaire d'équipements et de services
50533,Saint-Patrice-de-Claids,Communes non centre
50535,Le Parc,Communes non centre
50536,Saint-Pierre-d'Arthéglise,Communes non centre
50537,Saint-Pierre-de-Coutances,Communes non centre
50538,Saint-Pierre-de-Semilly,Communes non centre
50539,Saint-Pierre-Église,Centre intermédiaire d'équipements et de services
50540,Saint-Pierre-Langers,Communes non centre
50541,Saint-Planchers,Communes non centre
50542,Saint-Pois,Centre local d'équipements et de services
50543,Saint-Quentin-sur-le-Homme,Centre local d'équipements et de services
50546,Bourgvallées,Centre local d'équipements et de services
50548,Saint-Sauveur-de-Pierrepont,Communes non centre
50549,Saint-Sauveur-la-Pommeraye,Communes non centre
50550,Saint-Sauveur-Villages,Centre local d'équipements et de services
50551,Saint-Sauveur-le-Vicomte,Centre intermédiaire d'équipements et de services
50552,Saint-Sébastien-de-Raids,Communes non centre
50553,Saint-Senier-de-Beuvron,Communes non centre
50554,Saint-Senier-sous-Avranches,Communes non centre
50556,Sainte-Suzanne-sur-Vire,Communes non centre
50562,Saint-Vaast-la-Hougue,Centre intermédiaire d'équipements et de services
50563,Saint-Vigor-des-Monts,Communes non centre
50564,Terre-et-Marais,Centre local d'équipements et de services
50565,Sartilly-Baie-Bocage,Centre intermédiaire d'équipements et de services
50567,Saussemesnil,Communes non centre
50568,Saussey,Communes non centre
50569,Savigny,Communes non centre
50570,Savigny-le-Vieux,Communes non centre
50571,Sébeville,Communes non centre
50572,Sénoville,Communes non centre
50574,Servon,Communes non centre
50575,Sideville,Communes non centre
50576,Siouville-Hague,Centre local d'équipements et de services
50577,Sortosville-en-Beaumont,Communes non centre
50578,Sortosville,Communes non centre
50579,Sottevast,Centre local d'équipements et de services
50580,Sotteville,Communes non centre
50582,Sourdeval,Centre intermédiaire d'équipements et de services
50584,Subligny,Communes non centre
50585,Surtainville,Centre local d'équipements et de services
50587,Taillepied,Communes non centre
50588,Tamerville,Communes non centre
50589,Tanis,Communes non centre
50590,Le Tanu,Communes non centre
50591,Le Teilleul,Centre local d'équipements et de services
50592,Tessy-Bocage,Centre local d'équipements et de services
50593,Teurthéville-Bocage,Communes non centre
50594,Teurthéville-Hague,Communes non centre
50596,Théville,Communes non centre
50597,Tirepied-sur-Sée,Communes non centre
50598,Tocqueville,Communes non centre
50599,Tollevast,Centre local d'équipements et de services
50601,Torigny-les-Villes,Centre intermédiaire d'équipements et de services
50603,Tourville-sur-Sienne,Centre local d'équipements et de services
50604,Tréauville,Communes non centre
50606,Tribehou,Communes non centre
50607,La Trinité,Communes non centre
50609,Turqueville,Communes non centre
50610,Urville,Communes non centre
50612,Vains,Communes non centre
50613,Valcanville,Communes non centre
50615,Valognes,Centre structurant d'équipements et de services
50616,Le Val-Saint-Père,Centre local d'équipements et de services
50617,Varenguebec,Communes non centre
50618,Varouville,Communes non centre
50619,Le Vast,Communes non centre
50621,Vaudreville,Communes non centre
50624,La Vendelée,Communes non centre
50626,Ver,Communes non centre
50628,Vernix,Communes non centre
50629,Vesly,Communes non centre
50633,Le Vicel,Communes non centre
50634,Videcosville,Communes non centre
50637,Villebaudon,Communes non centre
50639,Villedieu-les-Poêles-Rouffigny,Centre structurant d'équipements et de services
50641,Villiers-Fossard,Communes non centre
50643,Virandeville,Centre local d'équipements et de services
50647,Yquelon,Centre local d'équipements et de services
50648,Yvetot-Bocage,Communes non centre
51001,Ablancourt,Communes non centre
51002,Saint-Martin-d'Ablois,Centre local d'équipements et de services
51003,Aigny,Communes non centre
51004,Allemanche-Launay-et-Soyer,Communes non centre
51005,Allemant,Communes non centre
51006,Alliancelles,Communes non centre
51007,Ambonnay,Centre local d'équipements et de services
51008,Ambrières,Communes non centre
51009,Anglure,Centre local d'équipements et de services
51010,Angluzelles-et-Courcelles,Communes non centre
51012,Anthenay,Communes non centre
51013,Aougny,Communes non centre
51014,Arcis-le-Ponsart,Communes non centre
51015,Argers,Communes non centre
51016,Arrigny,Communes non centre
51017,Arzillières-Neuville,Communes non centre
51018,Athis,Communes non centre
51019,Aubérive,Communes non centre
51020,Aubilly,Communes non centre
51022,Aulnay-l'Aître,Communes non centre
51023,Aulnay-sur-Marne,Communes non centre
51025,Auménancourt,Communes non centre
51027,Auve,Communes non centre
51028,Avenay-Val-d'Or,Centre local d'équipements et de services
51029,Avize,Centre local d'équipements et de services
51030,Aÿ-Champagne,Centre intermédiaire d'équipements et de services
51031,Baconnes,Communes non centre
51032,Bagneux,Communes non centre
51033,Le Baizil,Communes non centre
51034,Bannay,Communes non centre
51035,Bannes,Communes non centre
51036,Barbonne-Fayel,Communes non centre
51037,Baslieux-lès-Fismes,Communes non centre
51038,Baslieux-sous-Châtillon,Communes non centre
51039,Bassu,Communes non centre
51040,Bassuet,Communes non centre
51041,Baudement,Communes non centre
51042,Baye,Communes non centre
51043,Bazancourt,Centre local d'équipements et de services
51044,Beaumont-sur-Vesle,Communes non centre
51045,Beaunay,Communes non centre
51046,Beine-Nauroy,Communes non centre
51047,Belval-en-Argonne,Communes non centre
51048,Belval-sous-Châtillon,Communes non centre
51049,Bergères-lès-Vertus,Communes non centre
51050,Bergères-sous-Montmirail,Communes non centre
51051,Berméricourt,Communes non centre
51052,Berru,Communes non centre
51053,Berzieux,Communes non centre
51054,Bétheniville,Centre local d'équipements et de services
51055,Bétheny,Centre intermédiaire d'équipements et de services
51056,Bethon,Communes non centre
51057,Bettancourt-la-Longue,Communes non centre
51058,Bezannes,Centre intermédiaire d'équipements et de services
51059,Bignicourt-sur-Marne,Communes non centre
51060,Bignicourt-sur-Saulx,Communes non centre
51061,Billy-le-Grand,Communes non centre
51062,Binarville,Communes non centre
51065,Blacy,Communes non centre
51066,Blaise-sous-Arzillières,Communes non centre
51068,Blesme,Communes non centre
51069,Bligny,Communes non centre
51070,Boissy-le-Repos,Communes non centre
51071,Bouchy-Saint-Genest,Communes non centre
51072,Bouilly,Communes non centre
51073,Bouleuse,Communes non centre
51074,Boult-sur-Suippe,Centre local d'équipements et de services
51075,Bourgogne-Fresne,Centre local d'équipements et de services
51076,Boursault,Communes non centre
51077,Bouvancourt,Communes non centre
51078,Bouy,Communes non centre
51079,Bouzy,Centre local d'équipements et de services
51080,Brandonvillers,Communes non centre
51081,Branscourt,Communes non centre
51082,Braux-Sainte-Cohière,Communes non centre
51083,Braux-Saint-Remy,Communes non centre
51084,Bréban,Communes non centre
51085,Le Breuil,Communes non centre
51086,Breuil-sur-Vesle,Communes non centre
51087,Breuvery-sur-Coole,Communes non centre
51088,Brimont,Communes non centre
51089,Brouillet,Communes non centre
51090,Broussy-le-Grand,Communes non centre
51091,Broussy-le-Petit,Communes non centre
51092,Broyes,Communes non centre
51093,Brugny-Vaudancourt,Communes non centre
51094,Brusson,Communes non centre
51095,Le Buisson,Communes non centre
51097,Bussy-le-Château,Communes non centre
51098,Bussy-le-Repos,Communes non centre
51099,Bussy-Lettrée,Communes non centre
51100,La Caure,Communes non centre
51101,Caurel,Communes non centre
51102,Cauroy-lès-Hermonville,Communes non centre
51103,La Celle-sous-Chantemerle,Communes non centre
51104,Cernay-en-Dormois,Communes non centre
51105,Cernay-lès-Reims,Centre local d'équipements et de services
51106,Cernon,Communes non centre
51107,Chaintrix-Bierges,Communes non centre
51108,Châlons-en-Champagne,Centre majeur d'équipements et de services
51109,Châlons-sur-Vesle,Communes non centre
51110,Chaltrait,Communes non centre
51111,Chambrecy,Communes non centre
51112,Chamery,Communes non centre
51113,Champaubert,Communes non centre
51115,Champfleury,Centre local d'équipements et de services
51116,Champguyon,Communes non centre
51117,Champigneul-Champagne,Communes non centre
51118,Champigny,Centre local d'équipements et de services
51119,Champillon,Communes non centre
51120,Champlat-et-Boujacourt,Communes non centre
51121,Champvoisy,Communes non centre
51122,Changy,Communes non centre
51124,Chantemerle,Communes non centre
51125,Chapelaine,Communes non centre
51126,La Chapelle-Felcourt,Communes non centre
51127,La Chapelle-Lasson,Communes non centre
51128,La Chapelle-sous-Orbais,Communes non centre
51129,Charleville,Communes non centre
51130,Charmont,Communes non centre
51132,Les Charmontois,Communes non centre
51133,Le Châtelier,Communes non centre
51134,Châtelraould-Saint-Louvent,Communes non centre
51135,Châtillon-sur-Broué,Communes non centre
51136,Châtillon-sur-Marne,Centre local d'équipements et de services
51137,Châtillon-sur-Morin,Communes non centre
51138,Châtrices,Communes non centre
51139,Chaudefontaine,Communes non centre
51140,Chaumuzy,Communes non centre
51141,La Chaussée-sur-Marne,Centre local d'équipements et de services
51142,Chavot-Courcourt,Communes non centre
51143,Le Chemin,Communes non centre
51144,Cheminon,Communes non centre
51145,Chenay,Communes non centre
51146,Cheniers,Communes non centre
51147,La Cheppe,Communes non centre
51148,Cheppes-la-Prairie,Communes non centre
51149,Chepy,Communes non centre
51150,Cherville,Communes non centre
51151,Chichey,Communes non centre
51152,Chigny-les-Roses,Communes non centre
51153,Chouilly,Centre local d'équipements et de services
51154,Clamanges,Communes non centre
51155,Clesles,Communes non centre
51156,Cloyes-sur-Marne,Communes non centre
51157,Coizard-Joches,Communes non centre
51158,Val-des-Marais,Communes non centre
51160,Compertrix,Communes non centre
51161,Condé-sur-Marne,Communes non centre
51162,Conflans-sur-Seine,Communes non centre
51163,Congy,Communes non centre
51164,Connantray-Vaurefroy,Communes non centre
51165,Connantre,Centre local d'équipements et de services
51166,Contault,Communes non centre
51167,Coole,Communes non centre
51168,Coolus,Communes non centre
51169,Corbeil,Communes non centre
51170,Corfélix,Communes non centre
51171,Cormicy,Centre local d'équipements et de services
51172,Cormontreuil,Centre intermédiaire d'équipements et de services
51173,Cormoyeux,Communes non centre
51174,Corribert,Communes non centre
51175,Corrobert,Communes non centre
51176,Corroy,Communes non centre
51177,Coulommes-la-Montagne,Communes non centre
51178,Coupetz,Communes non centre
51179,Coupéville,Communes non centre
51181,Courcelles-Sapicourt,Communes non centre
51182,Courcemain,Communes non centre
51183,Courcy,Centre local d'équipements et de services
51184,Courdemanges,Communes non centre
51185,Courgivaux,Communes non centre
51186,Courjeonnet,Communes non centre
51187,Courlandon,Communes non centre
51188,Courmas,Communes non centre
51190,Courtagnon,Communes non centre
51191,Courtémont,Communes non centre
51192,Courthiézy,Communes non centre
51193,Courtisols,Centre local d'équipements et de services
51194,Courville,Communes non centre
51195,Couvrot,Communes non centre
51196,Cramant,Centre local d'équipements et de services
51197,La Croix-en-Champagne,Communes non centre
51198,Crugny,Communes non centre
51199,Cuchery,Communes non centre
51200,Cuis,Communes non centre
51201,Cuisles,Communes non centre
51202,Cumières,Communes non centre
51203,Cuperly,Communes non centre
51204,Damery,Centre local d'équipements et de services
51206,Dampierre-le-Château,Communes non centre
51208,Dampierre-sur-Moivre,Communes non centre
51210,Dizy,Centre local d'équipements et de services
51211,Dommartin-Dampierre,Communes non centre
51212,Dommartin-Lettrée,Communes non centre
51213,Dommartin-sous-Hans,Communes non centre
51214,Dommartin-Varimont,Communes non centre
51215,Dompremy,Communes non centre
51216,Dontrien,Communes non centre
51217,Dormans,Centre intermédiaire d'équipements et de services
51218,Val-de-Vière,Communes non centre
51219,Drosnay,Communes non centre
51220,Drouilly,Communes non centre
51222,Éclaires,Communes non centre
51223,Écollemont,Communes non centre
51224,Écriennes,Communes non centre
51225,Écueil,Communes non centre
51226,Écury-le-Repos,Communes non centre
51227,Écury-sur-Coole,Communes non centre
51228,Élise-Daucourt,Communes non centre
51229,Épense,Communes non centre
51230,Épernay,Centre structurant d'équipements et de services
51231,L'Épine,Communes non centre
51232,Époye,Communes non centre
51233,Escardes,Communes non centre
51234,Esclavolles-Lurey,Communes non centre
51235,Les Essarts-lès-Sézanne,Communes non centre
51236,Les Essarts-le-Vicomte,Communes non centre
51237,Esternay,Centre local d'équipements et de services
51238,Étoges,Communes non centre
51239,Étréchy,Communes non centre
51240,Étrepy,Communes non centre
51241,Euvy,Communes non centre
51242,Fagnières,Centre intermédiaire d'équipements et de services
51243,Faux-Fresnay,Communes non centre
51244,Faux-Vésigneul,Communes non centre
51245,Faverolles-et-Coëmy,Communes non centre
51246,Favresse,Communes non centre
51247,Fèrebrianges,Communes non centre
51248,Fère-Champenoise,Centre intermédiaire d'équipements et de services
51249,Festigny,Communes non centre
51250,Fismes,Centre intermédiaire d'équipements et de services
51251,Flavigny,Communes non centre
51252,Fleury-la-Rivière,Communes non centre
51253,Florent-en-Argonne,Communes non centre
51254,Fontaine-Denis-Nuisy,Communes non centre
51255,Fontaine-en-Dormois,Communes non centre
51256,Fontaine-sur-Ay,Communes non centre
51258,La Forestière,Communes non centre
51259,Francheville,Communes non centre
51260,Le Fresne,Communes non centre
51262,Frignicourt,Centre intermédiaire d'équipements et de services
51263,Fromentières,Communes non centre
51264,Le Gault-Soigny,Communes non centre
51265,Gaye,Communes non centre
51266,Germaine,Communes non centre
51267,Germigny,Communes non centre
51268,Germinon,Communes non centre
51269,Giffaumont-Champaubert,Communes non centre
51270,Gigny-Bussy,Communes non centre
51272,Givry-en-Argonne,Centre local d'équipements et de services
51273,Givry-lès-Loisy,Communes non centre
51274,Gizaucourt,Communes non centre
51275,Glannes,Communes non centre
51276,Gourgançon,Communes non centre
51277,Sainte-Marie-du-Lac-Nuisement,Communes non centre
51278,Les Grandes-Loges,Communes non centre
51279,Granges-sur-Aube,Communes non centre
51280,Gratreuil,Communes non centre
51281,Grauves,Communes non centre
51282,Gueux,Centre local d'équipements et de services
51283,Hans,Communes non centre
51284,Haussignémont,Communes non centre
51285,Haussimont,Communes non centre
51286,Hauteville,Communes non centre
51287,Hautvillers,Centre local d'équipements et de services
51288,Heiltz-le-Hutier,Communes non centre
51289,Heiltz-le-Maurupt,Centre local d'équipements et de services
51290,Heiltz-l'Évêque,Communes non centre
51291,Hermonville,Centre local d'équipements et de services
51292,Herpont,Communes non centre
51293,Heutrégiville,Communes non centre
51294,Hourges,Communes non centre
51295,Huiron,Communes non centre
51296,Humbauville,Communes non centre
51298,Igny-Comblizy,Communes non centre
51299,Isles-sur-Suippe,Communes non centre
51300,Isle-sur-Marne,Communes non centre
51301,Isse,Communes non centre
51302,Les Istres-et-Bury,Communes non centre
51303,Jâlons,Centre local d'équipements et de services
51304,Janvilliers,Communes non centre
51305,Janvry,Communes non centre
51306,Joiselle,Communes non centre
51307,Jonchery-sur-Suippe,Communes non centre
51308,Jonchery-sur-Vesle,Centre local d'équipements et de services
51309,Jonquery,Communes non centre
51310,Jouy-lès-Reims,Communes non centre
51311,Jussecourt-Minecourt,Communes non centre
51312,Juvigny,Communes non centre
51313,Lachy,Communes non centre
51314,Lagery,Communes non centre
51315,Landricourt,Communes non centre
51316,Larzicourt,Communes non centre
51317,Laval-sur-Tourbe,Communes non centre
51318,Lavannes,Communes non centre
51319,Lenharrée,Communes non centre
51320,Leuvrigny,Communes non centre
51321,Lhéry,Communes non centre
51322,Lignon,Communes non centre
51323,Linthelles,Communes non centre
51324,Linthes,Communes non centre
51325,Lisse-en-Champagne,Communes non centre
51326,Livry-Louvercy,Communes non centre
51327,Loisy-en-Brie,Communes non centre
51328,Loisy-sur-Marne,Centre local d'équipements et de services
