insee_com,lib_com,niveau_centralite
79055,Brieuil-sur-Chizé,Communes non centre
79056,Brion-près-Thouet,Communes non centre
79057,Brioux-sur-Boutonne,Centre intermédiaire d'équipements et de services
79058,Brûlain,Communes non centre
79059,Le Busseau,Communes non centre
79061,Celles-sur-Belle,Centre intermédiaire d'équipements et de services
79062,Cerizay,Centre intermédiaire d'équipements et de services
79063,Val en Vignes,Centre local d'équipements et de services
79064,Fontivillié,Communes non centre
79066,Champdeniers,Centre intermédiaire d'équipements et de services
79069,Chanteloup,Communes non centre
79070,La Chapelle-Bâton,Communes non centre
79071,La Chapelle-Bertrand,Communes non centre
79074,La Chapelle-Pouilloux,Communes non centre
79076,La Chapelle-Saint-Laurent,Centre local d'équipements et de services
79077,Beugnon-Thireuil,Communes non centre
79078,Plaine-d'Argenson,Communes non centre
79079,Mauléon,Centre intermédiaire d'équipements et de services
79080,Châtillon-sur-Thouet,Centre local d'équipements et de services
79081,Chauray,Centre intermédiaire d'équipements et de services
79083,Chef-Boutonne,Centre intermédiaire d'équipements et de services
79084,Chenay,Communes non centre
79085,Chérigné,Communes non centre
79086,Cherveux,Centre local d'équipements et de services
79087,Chey,Communes non centre
79088,Chiché,Centre local d'équipements et de services
79089,Le Chillou,Communes non centre
79090,Chizé,Centre local d'équipements et de services
79091,Cirières,Communes non centre
79092,Clavé,Communes non centre
79094,Clessé,Centre local d'équipements et de services
79095,Clussais-la-Pommeraie,Communes non centre
79096,Combrand,Centre local d'équipements et de services
79100,Coulon,Centre local d'équipements et de services
79101,Coulonges-sur-l'Autize,Centre intermédiaire d'équipements et de services
79102,Coulonges-Thouarsais,Communes non centre
79103,Courlay,Centre local d'équipements et de services
79104,Cours,Communes non centre
79105,Les Châteliers,Communes non centre
79106,Couture-d'Argenson,Centre local d'équipements et de services
79108,Doux,Communes non centre
79109,Échiré,Centre intermédiaire d'équipements et de services
79111,Ensigné,Communes non centre
79112,Épannes,Centre local d'équipements et de services
79114,Exireuil,Communes non centre
79115,Exoudun,Communes non centre
79116,Faye-l'Abbesse,Centre local d'équipements et de services
79117,Faye-sur-Ardin,Communes non centre
79118,Fénery,Communes non centre
79119,Fenioux,Centre local d'équipements et de services
79120,La Ferrière-en-Parthenay,Communes non centre
79121,Fomperron,Communes non centre
79122,Fontenille-Saint-Martin-d'Entraigues,Communes non centre
79123,La Forêt-sur-Sèvre,Centre local d'équipements et de services
79124,Les Forges,Communes non centre
79125,Fors,Centre local d'équipements et de services
79126,Les Fosses,Communes non centre
79127,La Foye-Monjault,Communes non centre
79128,François,Communes non centre
79129,Fressines,Centre local d'équipements et de services
79130,Frontenay-Rohan-Rohan,Centre intermédiaire d'équipements et de services
79131,Geay,Communes non centre
79132,Genneton,Communes non centre
79133,Germond-Rouvre,Communes non centre
79134,Glénay,Communes non centre
79135,Gourgé,Communes non centre
79136,Alloinay,Communes non centre
79137,Granzay-Gript,Centre local d'équipements et de services
79139,Les Groseillers,Communes non centre
79140,Valdelaume,Communes non centre
79141,Irais,Communes non centre
79142,Juillé,Communes non centre
79144,Juscorps,Communes non centre
79145,Lageon,Communes non centre
79147,Largeasse,Communes non centre
79148,Lezay,Centre intermédiaire d'équipements et de services
79149,Lhoumois,Communes non centre
79150,Limalonges,Centre local d'équipements et de services
79152,Lorigné,Communes non centre
79153,Loubigné,Communes non centre
79154,Loubillé,Communes non centre
79156,Louin,Communes non centre
79157,Louzy,Communes non centre
79158,Luché-sur-Brioux,Communes non centre
79159,Luché-Thouarsais,Communes non centre
79160,Lusseray,Communes non centre
79161,Luzay,Communes non centre
79162,Magné,Centre local d'équipements et de services
79163,Mairé-Levescault,Communes non centre
79164,Maisonnay,Communes non centre
79165,Maisontiers,Communes non centre
79166,Marigny,Centre local d'équipements et de services
79167,Marnes,Communes non centre
79170,Mauzé-sur-le-Mignon,Centre intermédiaire d'équipements et de services
79172,Mazières-en-Gâtine,Centre local d'équipements et de services
79174,Melle,Centre intermédiaire d'équipements et de services
79175,Melleran,Communes non centre
79176,Ménigoute,Centre local d'équipements et de services
79177,Messé,Communes non centre
79179,Moncoutant-sur-Sèvre,Centre intermédiaire d'équipements et de services
79183,Montravers,Communes non centre
79184,La Mothe-Saint-Héray,Centre local d'équipements et de services
79185,Aigondigné,Centre local d'équipements et de services
79189,Nanteuil,Communes non centre
79190,Neuvy-Bouin,Communes non centre
79191,Niort,Centre majeur d'équipements et de services
79195,Nueil-les-Aubiers,Centre intermédiaire d'équipements et de services
79196,Plaine-et-Vallées,Centre local d'équipements et de services
79197,Oroux,Communes non centre
79198,Paizay-le-Chapt,Communes non centre
79200,Pamplie,Communes non centre
79201,Pamproux,Centre local d'équipements et de services
79202,Parthenay,Centre structurant d'équipements et de services
79203,Pas-de-Jeu,Communes non centre
79204,Périgné,Centre local d'équipements et de services
79207,La Petite-Boissière,Communes non centre
79208,La Peyratte,Centre local d'équipements et de services
79209,Pierrefitte,Communes non centre
79210,Le Pin,Centre local d'équipements et de services
79213,Pompaire,Centre local d'équipements et de services
79215,Pougne-Hérisson,Communes non centre
79216,Prahecq,Centre local d'équipements et de services
79217,Prailles-La Couarde,Communes non centre
79218,Pressigny,Communes non centre
79220,Prin-Deyrançon,Communes non centre
79223,Puihardy,Communes non centre
79225,Reffannes,Communes non centre
79226,Le Retail,Communes non centre
79229,La Rochénard,Communes non centre
79230,Rom,Communes non centre
79231,Romans,Communes non centre
79235,Saint-Amand-sur-Sèvre,Centre local d'équipements et de services
79236,Saint-André-sur-Sèvre,Communes non centre
79238,Saint-Aubin-du-Plain,Communes non centre
79239,Saint-Aubin-le-Cloud,Centre local d'équipements et de services
79241,Saint-Christophe-sur-Roc,Communes non centre
79242,Voulmentin,Communes non centre
79243,Saint-Coutant,Communes non centre
79244,Saint-Cyr-la-Lande,Communes non centre
79246,Sainte-Eanne,Communes non centre
79249,Saint-Gelais,Centre local d'équipements et de services
79250,Sainte-Gemme,Communes non centre
79251,Marcillé,Communes non centre
79252,Saint-Généroux,Communes non centre
79253,Saint-Georges-de-Noisné,Communes non centre
79254,Saint-Georges-de-Rex,Communes non centre
79255,Saint-Germain-de-Longue-Chaume,Communes non centre
79256,Saint-Germier,Communes non centre
79257,Saint-Hilaire-la-Palud,Centre local d'équipements et de services
79258,Saint-Jacques-de-Thouars,Communes non centre
79259,Saint-Jean-de-Thouars,Centre local d'équipements et de services
79263,Saint-Laurs,Communes non centre
79265,Saint-Léger-de-Montbrun,Centre local d'équipements et de services
79267,Saint-Lin,Communes non centre
79268,Saint-Loup-Lamairé,Centre local d'équipements et de services
79269,Saint-Maixent-de-Beugné,Communes non centre
79270,Saint-Maixent-l'École,Centre intermédiaire d'équipements et de services
79271,Saint-Marc-la-Lande,Communes non centre
79273,Saint-Martin-de-Bernegoue,Communes non centre
79274,Saint-Martin-de-Mâcon,Communes non centre
79276,Saint-Martin-de-Saint-Maixent,Communes non centre
79277,Saint-Martin-de-Sanzay,Centre local d'équipements et de services
79278,Saint-Martin-du-Fouilloux,Communes non centre
79280,Saint Maurice Étusson,Communes non centre
79281,Saint-Maxire,Centre local d'équipements et de services
79283,Sainte-Néomaye,Communes non centre
79284,Sainte-Ouenne,Communes non centre
79285,Saint-Pardoux-Soutiers,Centre local d'équipements et de services
79286,Saint-Paul-en-Gâtine,Communes non centre
79289,Saint-Pierre-des-Échaubrognes,Communes non centre
79290,Saint-Pompain,Communes non centre
79293,Saint-Rémy,Centre local d'équipements et de services
79294,Saint-Romans-des-Champs,Communes non centre
79295,Saint-Romans-lès-Melle,Communes non centre
79297,Sainte-Soline,Communes non centre
79298,Saint-Symphorien,Centre local d'équipements et de services
79299,Saint-Varent,Centre intermédiaire d'équipements et de services
79300,Sainte-Verge,Centre intermédiaire d'équipements et de services
79301,Saint-Vincent-la-Châtre,Communes non centre
79302,Saivres,Communes non centre
79303,Salles,Communes non centre
79304,Sansais,Communes non centre
79306,Saurais,Communes non centre
79307,Sauzé-entre-Bois,Centre intermédiaire d'équipements et de services
79308,Sciecq,Communes non centre
79309,Scillé,Communes non centre
79310,Secondigné-sur-Belle,Communes non centre
79311,Secondigny,Centre intermédiaire d'équipements et de services
79312,Séligné,Communes non centre
79313,Sepvret,Communes non centre
79316,Soudan,Communes non centre
79319,Souvigné,Communes non centre
79320,Surin,Communes non centre
79322,Le Tallud,Centre local d'équipements et de services
79326,Thénezay,Centre local d'équipements et de services
79329,Thouars,Centre structurant d'équipements et de services
79331,Tourtenay,Communes non centre
79332,Trayes,Communes non centre
79334,Val-du-Mignon,Communes non centre
79335,Vallans,Communes non centre
79336,Vançais,Communes non centre
79337,Le Vanneau-Irleau,Communes non centre
79338,Vanzay,Communes non centre
79339,Vasles,Centre local d'équipements et de services
79340,Vausseroux,Communes non centre
79341,Vautebis,Communes non centre
79342,Vernoux-en-Gâtine,Communes non centre
79343,Vernoux-sur-Boutonne,Communes non centre
79345,Verruyes,Centre local d'équipements et de services
79346,Le Vert,Communes non centre
79347,Viennay,Communes non centre
79348,Villefollet,Communes non centre
79349,Villemain,Communes non centre
79350,Villiers-en-Bois,Communes non centre
79351,Villiers-en-Plaine,Centre local d'équipements et de services
79352,Villiers-sur-Chizé,Communes non centre
79354,Vouhé,Communes non centre
79355,Vouillé,Centre local d'équipements et de services
79357,Xaintray,Communes non centre
80001,Abbeville,Centre structurant d'équipements et de services
80002,Ablaincourt-Pressoir,Communes non centre
80003,Acheux-en-Amiénois,Centre local d'équipements et de services
80004,Acheux-en-Vimeu,Communes non centre
80005,Agenville,Communes non centre
80006,Agenvillers,Communes non centre
80008,Aigneville,Communes non centre
80009,Ailly-le-Haut-Clocher,Centre local d'équipements et de services
80010,Ailly-sur-Noye,Centre intermédiaire d'équipements et de services
80011,Ailly-sur-Somme,Centre local d'équipements et de services
80013,Airaines,Centre intermédiaire d'équipements et de services
80014,Aizecourt-le-Bas,Communes non centre
80015,Aizecourt-le-Haut,Communes non centre
80016,Albert,Centre structurant d'équipements et de services
80017,Allaines,Communes non centre
80018,Allenay,Communes non centre
80019,Allery,Communes non centre
80020,Allonville,Communes non centre
80021,Amiens,Centre majeur d'équipements et de services
80022,Andainville,Communes non centre
80023,Andechy,Communes non centre
80024,Argœuves,Communes non centre
80025,Argoules,Communes non centre
80026,Arguel,Communes non centre
80027,Armancourt,Communes non centre
80028,Arquèves,Communes non centre
80029,Arrest,Communes non centre
80030,Arry,Communes non centre
80031,Arvillers,Communes non centre
80032,Assainvillers,Communes non centre
80033,Assevillers,Communes non centre
80034,Athies,Communes non centre
80035,Aubercourt,Communes non centre
80036,Aubigny,Communes non centre
80037,Aubvillers,Communes non centre
80038,Auchonvillers,Communes non centre
80039,Ault,Centre local d'équipements et de services
80040,Aumâtre,Communes non centre
80041,Aumont,Communes non centre
80042,Autheux,Communes non centre
80043,Authie,Communes non centre
80044,Authieule,Communes non centre
80045,Authuille,Communes non centre
80046,Avelesges,Communes non centre
80047,Aveluy,Communes non centre
80048,Avesnes-Chaussoy,Communes non centre
80049,Ayencourt,Communes non centre
80050,Bacouel-sur-Selle,Communes non centre
80051,Bailleul,Communes non centre
80052,Baizieux,Communes non centre
80053,Balâtre,Communes non centre
80054,Barleux,Communes non centre
80055,Barly,Communes non centre
80056,Bavelincourt,Communes non centre
80057,Bayencourt,Communes non centre
80058,Bayonvillers,Communes non centre
80059,Bazentin,Communes non centre
80060,Béalcourt,Communes non centre
80061,Beaucamps-le-Jeune,Communes non centre
80062,Beaucamps-le-Vieux,Centre local d'équipements et de services
80063,Beauchamps,Centre local d'équipements et de services
80064,Beaucourt-en-Santerre,Communes non centre
80065,Beaucourt-sur-l'Ancre,Communes non centre
80066,Beaucourt-sur-l'Hallue,Communes non centre
80067,Beaufort-en-Santerre,Communes non centre
80068,Beaumetz,Communes non centre
80069,Beaumont-Hamel,Communes non centre
80070,Beauquesne,Centre local d'équipements et de services
80071,Beauval,Centre local d'équipements et de services
80073,Bécordel-Bécourt,Communes non centre
80074,Becquigny,Communes non centre
80076,Béhen,Communes non centre
80077,Béhencourt,Communes non centre
80078,Bellancourt,Communes non centre
80079,Belleuse,Communes non centre
80080,Belloy-en-Santerre,Communes non centre
80081,Belloy-Saint-Léonard,Communes non centre
80082,Belloy-sur-Somme,Communes non centre
80083,Bergicourt,Communes non centre
80084,Bermesnil,Communes non centre
80085,Bernâtre,Communes non centre
80086,Bernaville,Centre local d'équipements et de services
80087,Bernay-en-Ponthieu,Communes non centre
80088,Bernes,Communes non centre
80089,Berneuil,Communes non centre
80090,Berny-en-Santerre,Communes non centre
80092,Bertangles,Communes non centre
80093,Berteaucourt-les-Dames,Communes non centre
80094,Berteaucourt-lès-Thennes,Communes non centre
80095,Bertrancourt,Communes non centre
80096,Béthencourt-sur-Mer,Centre local d'équipements et de services
80097,Béthencourt-sur-Somme,Communes non centre
80098,Bettembos,Communes non centre
80099,Bettencourt-Rivière,Communes non centre
80100,Bettencourt-Saint-Ouen,Communes non centre
80101,Beuvraignes,Communes non centre
80102,Biaches,Communes non centre
80103,Biarre,Communes non centre
80104,Biencourt,Communes non centre
80105,Billancourt,Communes non centre
80106,Blangy-sous-Poix,Communes non centre
80107,Blangy-Tronville,Communes non centre
80108,Boisbergues,Communes non centre
80109,Le Boisle,Communes non centre
80110,Boismont,Communes non centre
80112,Bonnay,Communes non centre
80113,Bonneville,Communes non centre
80114,Bosquel,Communes non centre
80115,Bouchavesnes-Bergen,Communes non centre
80116,Bouchoir,Communes non centre
80117,Bouchon,Communes non centre
80118,Boufflers,Communes non centre
80119,Bougainville,Communes non centre
80120,Bouillancourt-en-Séry,Communes non centre
80121,Bouillancourt-la-Bataille,Communes non centre
80122,Bouquemaison,Communes non centre
80123,Bourdon,Communes non centre
80124,Bourseville,Communes non centre
80125,Boussicourt,Communes non centre
80126,Bouttencourt,Centre local d'équipements et de services
80127,Bouvaincourt-sur-Bresle,Communes non centre
80128,Bouvincourt-en-Vermandois,Communes non centre
80129,Bouzincourt,Communes non centre
80130,Bovelles,Communes non centre
80131,Boves,Centre intermédiaire d'équipements et de services
80132,Braches,Communes non centre
80133,Brailly-Cornehotte,Communes non centre
80134,Brassy,Communes non centre
80135,Bray-lès-Mareuil,Communes non centre
80136,Bray-sur-Somme,Centre intermédiaire d'équipements et de services
80137,Breilly,Communes non centre
80138,Bresle,Communes non centre
80139,Breuil,Communes non centre
80140,Brévillers,Communes non centre
80141,Brie,Communes non centre
80142,Briquemesnil-Floxicourt,Communes non centre
80143,Brocourt,Communes non centre
80144,Brouchy,Communes non centre
80145,Brucamps,Communes non centre
80146,Brutelles,Communes non centre
80147,Buigny-l'Abbé,Communes non centre
80148,Buigny-lès-Gamaches,Communes non centre
80149,Buigny-Saint-Maclou,Communes non centre
80150,Buire-Courcelles,Communes non centre
80151,Buire-sur-l'Ancre,Communes non centre
80152,Bus-la-Mésière,Communes non centre
80153,Bus-lès-Artois,Communes non centre
80154,Bussu,Communes non centre
80155,Bussus-lès-Yaucourt,Communes non centre
80156,Bussy-lès-Daours,Communes non centre
80157,Bussy-lès-Poix,Communes non centre
80158,Buverchy,Communes non centre
80159,Cachy,Communes non centre
80160,Cagny,Centre local d'équipements et de services
80161,Cahon,Communes non centre
80162,Caix,Communes non centre
80163,Cambron,Communes non centre
80164,Camon,Centre intermédiaire d'équipements et de services
80165,Camps-en-Amiénois,Communes non centre
80166,Canaples,Communes non centre
80167,Canchy,Communes non centre
80168,Candas,Communes non centre
80169,Cannessières,Communes non centre
80170,Cantigny,Communes non centre
80171,Caours,Communes non centre
80172,Cappy,Communes non centre
80173,Cardonnette,Communes non centre
80174,Le Cardonnois,Communes non centre
80176,Carrépuis,Communes non centre
80177,Cartigny,Communes non centre
80179,Caulières,Communes non centre
80180,Cavillon,Communes non centre
80181,Cayeux-en-Santerre,Communes non centre
80182,Cayeux-sur-Mer,Centre intermédiaire d'équipements et de services
80183,Cerisy-Buleux,Communes non centre
80184,Cerisy,Communes non centre
80185,Champien,Communes non centre
80186,Chaulnes,Centre intermédiaire d'équipements et de services
80187,La Chaussée-Tirancourt,Communes non centre
80188,Chaussoy-Epagny,Communes non centre
80189,La Chavatte,Communes non centre
80190,Chépy,Centre local d'équipements et de services
80191,Chilly,Communes non centre
80192,Chipilly,Communes non centre
80193,Chirmont,Communes non centre
80194,Chuignes,Communes non centre
80195,Chuignolles,Communes non centre
80196,Citerne,Communes non centre
80197,Cizancourt,Communes non centre
80198,Clairy-Saulchoix,Communes non centre
80199,Cléry-sur-Somme,Communes non centre
80200,Cocquerel,Communes non centre
80201,Coigneux,Communes non centre
80202,Coisy,Communes non centre
80203,Colincamps,Communes non centre
80204,Combles,Centre local d'équipements et de services
80205,Condé-Folie,Communes non centre
80206,Contalmaison,Communes non centre
80207,Contay,Communes non centre
80208,Conteville,Communes non centre
80210,Contre,Communes non centre
80211,Conty,Centre intermédiaire d'équipements et de services
80212,Corbie,Centre intermédiaire d'équipements et de services
80213,Cottenchy,Communes non centre
80214,Coullemelle,Communes non centre
80215,Coulonvillers,Communes non centre
80216,Courcelette,Communes non centre
80217,Courcelles-au-Bois,Communes non centre
80218,Courcelles-sous-Moyencourt,Communes non centre
80219,Courcelles-sous-Thoix,Communes non centre
80220,Courtemanche,Communes non centre
80221,Cramont,Communes non centre
80222,Crécy-en-Ponthieu,Centre intermédiaire d'équipements et de services
80223,Crémery,Communes non centre
80224,Cressy-Omencourt,Communes non centre
80225,Creuse,Communes non centre
80226,Croix-Moligneaux,Communes non centre
80227,Croixrault,Communes non centre
80228,Le Crotoy,Centre local d'équipements et de services
80229,Crouy-Saint-Pierre,Communes non centre
80230,Curchy,Communes non centre
80231,Curlu,Communes non centre
80232,Damery,Communes non centre
80233,Dancourt-Popincourt,Communes non centre
80234,Daours,Centre local d'équipements et de services
80235,Dargnies,Communes non centre
80236,Davenescourt,Communes non centre
80237,Démuin,Communes non centre
80238,Dernancourt,Communes non centre
80239,Devise,Communes non centre
80240,Doingt,Centre local d'équipements et de services
80241,Domart-en-Ponthieu,Centre local d'équipements et de services
80242,Domart-sur-la-Luce,Communes non centre
80243,Domesmont,Communes non centre
80244,Dominois,Communes non centre
80245,Domléger-Longvillers,Communes non centre
80246,Dommartin,Communes non centre
80247,Dompierre-Becquincourt,Communes non centre
80248,Dompierre-sur-Authie,Communes non centre
80249,Domqueur,Communes non centre
80250,Domvast,Communes non centre
80251,Doudelainville,Communes non centre
80252,Douilly,Communes non centre
80253,Doullens,Centre structurant d'équipements et de services
80256,Dreuil-lès-Amiens,Centre local d'équipements et de services
80258,Driencourt,Communes non centre
80259,Dromesnil,Communes non centre
80260,Drucat,Communes non centre
80261,Dury,Centre intermédiaire d'équipements et de services
80262,Eaucourt-sur-Somme,Communes non centre
80263,L'Échelle-Saint-Aurin,Communes non centre
80264,Éclusier-Vaux,Communes non centre
80265,Embreville,Communes non centre
80266,Englebelmer,Communes non centre
80267,Ennemain,Communes non centre
80268,Épagne-Épagnette,Communes non centre
80269,Épaumesnil,Communes non centre
80270,Épécamps,Communes non centre
80271,Épehy,Centre local d'équipements et de services
80272,Épénancourt,Communes non centre
80273,Éplessier,Communes non centre
80274,Eppeville,Centre local d'équipements et de services
80275,Équancourt,Communes non centre
80276,Équennes-Éramecourt,Communes non centre
80278,Erches,Communes non centre
80279,Ercheu,Communes non centre
80280,Ercourt,Communes non centre
80281,Ergnies,Communes non centre
80282,Érondelle,Communes non centre
80283,Esclainvillers,Communes non centre
80284,Esmery-Hallon,Communes non centre
80285,Essertaux,Communes non centre
80287,Estrébœuf,Communes non centre
80288,Estrées-Deniécourt,Communes non centre
80290,Estrées-lès-Crécy,Communes non centre
80291,Estrées-sur-Noye,Communes non centre
80292,Étalon,Communes non centre
80293,Ételfay,Communes non centre
80294,Éterpigny,Communes non centre
80295,Étinehem-Méricourt,Communes non centre
80296,L'Étoile,Communes non centre
80297,Étréjust,Communes non centre
80298,Étricourt-Manancourt,Communes non centre
80299,La Faloise,Communes non centre
80300,Falvy,Communes non centre
80301,Famechon,Communes non centre
80302,Faverolles,Communes non centre
80303,Favières,Communes non centre
80304,Fay,Communes non centre
80305,Ferrières,Communes non centre
80306,Fescamps,Communes non centre
80307,Feuillères,Communes non centre
80308,Feuquières-en-Vimeu,Centre intermédiaire d'équipements et de services
80310,Fienvillers,Communes non centre
80311,Fignières,Communes non centre
80312,Fins,Communes non centre
80313,Flaucourt,Communes non centre
80314,Flers,Communes non centre
80315,Flers-sur-Noye,Communes non centre
80316,Flesselles,Centre local d'équipements et de services
80317,Fleury,Communes non centre
80318,Flixecourt,Centre intermédiaire d'équipements et de services
80319,Fluy,Communes non centre
80320,Folies,Communes non centre
80321,Folleville,Communes non centre
80322,Fonches-Fonchette,Communes non centre
80324,Fontaine-le-Sec,Communes non centre
80325,Fontaine-lès-Cappy,Communes non centre
80326,Fontaine-sous-Montdidier,Communes non centre
80327,Fontaine-sur-Maye,Communes non centre
80328,Fontaine-sur-Somme,Communes non centre
80329,Forceville,Communes non centre
80330,Forceville-en-Vimeu,Communes non centre
80331,Forest-l'Abbaye,Communes non centre
80332,Forest-Montiers,Communes non centre
80333,Fort-Mahon-Plage,Centre local d'équipements et de services
80334,Fossemanant,Communes non centre
80335,Foucaucourt-en-Santerre,Communes non centre
80336,Foucaucourt-Hors-Nesle,Communes non centre
80337,Fouencamps,Communes non centre
80338,Fouilloy,Centre local d'équipements et de services
80339,Fouquescourt,Communes non centre
80340,Fourcigny,Communes non centre
80341,Fourdrinoy,Communes non centre
80342,Framerville-Rainecourt,Communes non centre
80343,Framicourt,Communes non centre
80344,Francières,Communes non centre
80345,Franleu,Communes non centre
80346,Franqueville,Communes non centre
80347,Fransart,Communes non centre
80348,Fransu,Communes non centre
80349,Fransures,Communes non centre
80350,Franvillers,Communes non centre
80351,Fréchencourt,Communes non centre
80352,Frémontiers,Communes non centre
80353,Fresnes-Mazancourt,Communes non centre
80354,Fresnes-Tilloloy,Communes non centre
80355,Fresneville,Communes non centre
80356,Fresnoy-Andainville,Communes non centre
80357,Fresnoy-au-Val,Communes non centre
80358,Fresnoy-en-Chaussée,Communes non centre
80359,Fresnoy-lès-Roye,Communes non centre
80360,Fressenneville,Centre local d'équipements et de services
80361,Frettecuisse,Communes non centre
80362,Frettemeule,Communes non centre
80364,Friaucourt,Communes non centre
80365,Fricamps,Communes non centre
80366,Fricourt,Communes non centre
80367,Frise,Communes non centre
80368,Friville-Escarbotin,Centre intermédiaire d'équipements et de services
80369,Frohen-sur-Authie,Communes non centre
80371,Froyelles,Communes non centre
80372,Frucourt,Communes non centre
80373,Gamaches,Centre intermédiaire d'équipements et de services
80374,Gapennes,Communes non centre
80375,Gauville,Communes non centre
80376,Gentelles,Communes non centre
80377,Gézaincourt,Communes non centre
80378,Ginchy,Communes non centre
80379,Glisy,Centre local d'équipements et de services
80380,Gorenflos,Communes non centre
80381,Gorges,Communes non centre
80383,Goyencourt,Communes non centre
80384,Grandcourt,Communes non centre
80385,Grand-Laviers,Communes non centre
80386,Gratibus,Communes non centre
80387,Grattepanche,Communes non centre
80388,Grébault-Mesnil,Communes non centre
80390,Grivesnes,Communes non centre
80391,Grivillers,Communes non centre
80392,Grouches-Luchuel,Communes non centre
80393,Gruny,Communes non centre
80395,Guerbigny,Communes non centre
80396,Gueschart,Communes non centre
80397,Gueudecourt,Communes non centre
80399,Guignemicourt,Communes non centre
80400,Guillaucourt,Communes non centre
80401,Guillemont,Communes non centre
80402,Guizancourt,Communes non centre
80403,Guyencourt-sur-Noye,Communes non centre
80404,Guyencourt-Saulcourt,Communes non centre
80405,Hailles,Communes non centre
80406,Hallencourt,Centre local d'équipements et de services
80407,Hallivillers,Communes non centre
80408,Halloy-lès-Pernois,Communes non centre
80409,Hallu,Communes non centre
80410,Ham,Centre intermédiaire d'équipements et de services
80411,Le Hamel,Communes non centre
80412,Hamelet,Communes non centre
80413,Hancourt,Communes non centre
80414,Hangard,Communes non centre
80415,Hangest-en-Santerre,Centre local d'équipements et de services
80416,Hangest-sur-Somme,Communes non centre
80417,Harbonnières,Centre local d'équipements et de services
80418,Hardecourt-aux-Bois,Communes non centre
80420,Harponville,Communes non centre
80421,Hattencourt,Communes non centre
80422,Hautvillers-Ouville,Communes non centre
80423,Havernas,Communes non centre
80424,Hébécourt,Communes non centre
80425,Hédauville,Communes non centre
80426,Heilly,Communes non centre
80427,Hem-Hardinval,Communes non centre
80428,Hem-Monacu,Communes non centre
80429,Hénencourt,Communes non centre
80430,Herbécourt,Communes non centre
80431,Hérissart,Communes non centre
80432,Herleville,Communes non centre
80433,Herly,Communes non centre
80434,Hervilly,Communes non centre
80435,Hesbécourt,Communes non centre
80436,Hescamps,Communes non centre
80437,Heucourt-Croquoison,Communes non centre
80438,Heudicourt,Communes non centre
80439,Heuzecourt,Communes non centre
80440,Hiermont,Communes non centre
80442,Hombleux,Communes non centre
80443,Hornoy-le-Bourg,Centre local d'équipements et de services
80444,Huchenneville,Communes non centre
80445,Humbercourt,Communes non centre
80446,Huppy,Communes non centre
80449,Ignaucourt,Communes non centre
80450,Inval-Boiron,Communes non centre
80451,Irles,Communes non centre
80452,Jumel,Communes non centre
80453,Laboissière-en-Santerre,Communes non centre
80455,Lachapelle,Communes non centre
80456,Lafresguimont-Saint-Martin,Communes non centre
80458,Lahoussoye,Communes non centre
80459,Laleu,Communes non centre
80460,Lamaronde,Communes non centre
80461,Lamotte-Brebière,Communes non centre
80462,Lamotte-Buleux,Communes non centre
80463,Lamotte-Warfusée,Communes non centre
80464,Lanchères,Communes non centre
80465,Languevoisin-Quiquery,Communes non centre
80466,Lanches-Saint-Hilaire,Communes non centre
80467,Laucourt,Communes non centre
80468,Laviéville,Communes non centre
80469,Lawarde-Mauger-l'Hortoy,Communes non centre
80470,Léalvillers,Communes non centre
80472,Lesbœufs,Communes non centre
80473,Liancourt-Fosse,Communes non centre
80474,Licourt,Communes non centre
80475,Liéramont,Communes non centre
80476,Liercourt,Communes non centre
80477,Ligescourt,Communes non centre
80478,Lignières,Communes non centre
80479,Lignières-Châtelain,Communes non centre
80480,Lignières-en-Vimeu,Communes non centre
80481,Lihons,Communes non centre
80482,Limeux,Communes non centre
80484,Liomer,Communes non centre
80485,Ô-de-Selle,Centre local d'équipements et de services
80486,Long,Communes non centre
80487,Longavesnes,Communes non centre
80488,Longpré-les-Corps-Saints,Centre local d'équipements et de services
80489,Longueau,Centre intermédiaire d'équipements et de services
80490,Longueval,Communes non centre
80491,Longuevillette,Communes non centre
80493,Louvencourt,Communes non centre
80494,Louvrechy,Communes non centre
80495,Lucheux,Communes non centre
80496,Machiel,Communes non centre
80497,Machy,Communes non centre
80498,Mailly-Maillet,Centre local d'équipements et de services
80499,Mailly-Raineval,Communes non centre
80500,Maisnières,Communes non centre
80501,Maison-Ponthieu,Communes non centre
80502,Maison-Roland,Communes non centre
80503,Maizicourt,Communes non centre
80504,Malpart,Communes non centre
80505,Carnoy-Mametz,Communes non centre
80507,Marcelcave,Centre local d'équipements et de services
80508,Marché-Allouarde,Communes non centre
80509,Marchélepot-Misery,Communes non centre
80511,Marestmontiers,Communes non centre
80512,Mareuil-Caubert,Centre local d'équipements et de services
80513,Maricourt,Communes non centre
80514,Marieux,Communes non centre
80515,Marlers,Communes non centre
80516,Marquaix,Communes non centre
80517,Marquivillers,Communes non centre
80518,Martainneville,Communes non centre
80519,Matigny,Communes non centre
80520,Maucourt,Communes non centre
80521,Maurepas,Communes non centre
80522,Le Mazis,Communes non centre
80523,Méaulte,Centre local d'équipements et de services
80524,Méharicourt,Communes non centre
80525,Meigneux,Communes non centre
80526,Le Meillard,Communes non centre
80527,Méneslies,Communes non centre
80528,Méréaucourt,Communes non centre
80529,Mérélessart,Communes non centre
80530,Méricourt-l'Abbé,Communes non centre
